id,source,publisher,title,content,url,published_date,country,category,lang_detected,translated_content,created_at,sentiment_label,sentiment_score,keyword_category
2173,google_news,The Straits Times,"Grab embraces AI as it rolls out several new features, including own map system, smart assistant - The Straits Times","Grab embraces AI as it rolls out several new features, including own map system, smart assistant&nbsp;&nbsp;The Straits Times",https://news.google.com/rss/articles/CBMi2wFBVV95cUxOUEotdXZMNHcwZUo5MjVFMF9Lc21QWkhoc2hnX2xDcWJ3VDQ1YlJGSk51a2NxSWdBVkxyZGg2UU90MXBrelBZc2lNdmdqd3N4aGMyTF9WM1BnQzMwUTBjTnI5Zkl3ajFhNVByakVWTFU3cFZ0RmoxUjZHTkhYYktJX2JXODBoeTZzYlNfcTNCQS1LSkNDQnpyVEhTNzBOMFNMNUp6bkhJOFFKcHRKMGdwcWg4TUlUeWg0Ul82a28yNUJWWlZ2djdueUVBU1hQS25OV3BTeDZ0TWoxZWM?oc=5,2026-04-08,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2174,google_news,Paul Tan's Automotive News,"Grab, GAC sign agreement to deploy 20,000 EVs in Southeast Asia - Aion Y, Aion V, Aion ES selected - Paul Tan's Automotive News","Grab, GAC sign agreement to deploy 20,000 EVs in Southeast Asia - Aion Y, Aion V, Aion ES selected&nbsp;&nbsp;Paul Tan's Automotive News",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNRlJTeEczVWowZHR2dy11UmJwNUhxZkI1OUVvcmZzNWVIY2FWVUMtVko1a29la1hLTUVRMzNfVmRQRXN2QThCZHpNS3Z3Z0h3WkNfTXJTZGtVN3J0eUwwS2taMnU0YkpSZjhMbW9uMS1XbWF2MlNtZkhibGdxcm54NXlCMVVLVnZidnVibUUyMGx2VHVkcHBGMHp5RDBMWTVSaTBwdUtkRDJZRk5kLU1kREJ5ZFZxbVRCeE1xX3RnQnFBUQ?oc=5,2026-01-09,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2175,google_news,RISE by DailySocial,"TikTok surges 🛍️, Grab turns profitable 💰, Ant & Microsoft expand bets 🌏 - RISE by DailySocial","TikTok surges 🛍️, Grab turns profitable 💰, Ant & Microsoft expand bets 🌏&nbsp;&nbsp;RISE by DailySocial",https://news.google.com/rss/articles/CBMibEFVX3lxTE9FTmt5RWNDcHBKbjBNRnlQckZwbXJVQWtCVVNHNDBmNkh3WkNqUXprQmgyc1Izcy1GWWFYWndwdU9oc1ZydkFUbnAtUmxmZVRqb3dGZEZPazNHZnQxc2NlWFdERHloQ0FsOW1ObQ?oc=5,2026-02-15,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2176,google_news,Daily Tribune,BYD and Grab team up to promote electric rides - Daily Tribune,BYD and Grab team up to promote electric rides&nbsp;&nbsp;Daily Tribune,https://news.google.com/rss/articles/CBMihwFBVV95cUxNdWZlOWNyaTBTTWEzS2hNbXItbWtNbVNIMkU0czd5aU9pTS1BaDAtY3VOaXFEdlBDV2dZMEQtclVjNDZGUS1WRUpSQTZDM2hjdlowSTNzSDNrSVpoN3JmU2xSeVdvVmtxYkdvLTJRV2FIbEJWM3pYTmo2RnZpN28tc1FfOXNrRHfSAZQBQVVfeXFMUGJfZGc1X2JfY202QUdpQlpMZ21Ec21RVVFuajBEVlV0ejFJY3VtWXNEc0ZHYklST2haSkQ5d204NzRHSGQ2Mk52LVVLY3hQOGJZQWVHRGwyMVFldzdPelpVUk82Wk80NXkzcnJueW5KRHlySjNEYmRya0otSjJQWGJkUTJodkxZMjhLRkZrSlFrVlJNcA?oc=5,2025-07-13,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2177,google_news,ABS-CBN,China EV giant BYD unveils 5-minute charging platform - ABS-CBN,China EV giant BYD unveils 5-minute charging platform&nbsp;&nbsp;ABS-CBN,https://news.google.com/rss/articles/CBMirAFBVV95cUxPZ1B4NzdWdFZrYVVMVWllZ3FuNkdBVHRwN1JYZ09SMnlFVUZZaXd1X0puX1ZrUXI2c01CSEJyZFJOOWd4bEZoNHhKM0xhdWpkZXhEQzBra2YyZF8tbWJkSkN2NXVoMEZZVTRWdVowLTRCVDltc05JUG5ZRWdwWWoyRV9IdDNLVDYySHFaM3FWUDhaRjNXLUFzT1NJNlk2aVRGUzJkQUhMdEZuVFdk?oc=5,2025-03-18,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2178,google_news,TravelMole,TravelMole - TravelMole,TravelMole&nbsp;&nbsp;TravelMole,https://news.google.com/rss/articles/CBMifEFVX3lxTE1TZkd1LUJOdS1yNHR0U3dMQmJ6RUVmRzhwZlZmQnhxeFctSV8tVjIzZWRWeXkzalp3dDVHNWN2WW1MdmZHazhUSGZoVV9ZaEtFeVNRNmRxeEpCTlF5a1ROTlJhSExQdF81c19WU24tREc2OGhLU281VWpLVS0?oc=5,2026-04-14,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2179,google_news,Khmer Times,"Grab, Charge+ join forces to enhance EV adoption, sustainable mobility in Cambodia - Khmer Times","Grab, Charge+ join forces to enhance EV adoption, sustainable mobility in Cambodia&nbsp;&nbsp;Khmer Times",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQSHR2UWRxcEI4YnB3a1FZUENjOXowV0hGWjJENFdHdXNDS3pDYnBQQjdqWmpwbnJHd0M1TEd4UnVqNFF4ejFoZS1yUFVEaGZEcFdrdW5xMjlFNlhvVHF2UVFBNmtTd09vSm9DNW9vWk5Xb3VVS3pLdURDTWRRdjdfdzZxU1ppY3R0ZXdsbHBYSXBkOUxsc2JJSXJDQnZXZjl5NzhrSVM1UE00aU9TUkxKRVBpTXFJRkp3Yncw?oc=5,2025-04-07,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2180,google_news,Seeking Alpha,Grab: The Market Got This One Wrong (NASDAQ:GRAB) - Seeking Alpha,Grab: The Market Got This One Wrong (NASDAQ:GRAB)&nbsp;&nbsp;Seeking Alpha,https://news.google.com/rss/articles/CBMigwFBVV95cUxPUkk5eEp4bWF1VWh3b2NlR0NPRERUZzRFQTVjRXJBbHN0bWpheXJTZGNaRF9nQ0ZLMDFObTZlMUZHNlpEeEtvMlAxck1MaE5qQ3BmUU5PZ3l2c0dTSC14bnNRakxmczVzRzBjRnlScVgteFdRNXpnWUhyY252anFhVmg5UQ?oc=5,2026-04-20,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2181,google_news,Sifted,Remote driving startup Vay set to raise $410m from Singapore's Grab - Sifted,Remote driving startup Vay set to raise $410m from Singapore's Grab&nbsp;&nbsp;Sifted,https://news.google.com/rss/articles/CBMilwFBVV95cUxNRFFQaE9PclN6WlhTSWNaczdoenNGa19xN2hWeE93djNWSWFmMV95SERnb0cySEJuTm1sem1IRDVhTHJXVC1mUFBPN3Vtd0xKV1IzaXpVVVVfZGlLV2JQYWg0SmhjYjZ2Q3AtY1diZkxxeEJPX2NOck5DRE5XVXdRNTlSUFE4T2hHSTdqYWRCRV9hdXljS1p3?oc=5,2025-11-10,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2182,google_news,Rest of World,Ride to nowhere - Rest of World,Ride to nowhere&nbsp;&nbsp;Rest of World,https://news.google.com/rss/articles/CBMigAFBVV95cUxOeTJ3N05KRWtxTzl4SkJUVzZ2bUNSakI3aTJJQzhhc0pBVUgxaFh0UFlkbURDVUxUMG9oOFBSa1Z4WThDdUR6NXVxMW9lWnVUclQyeThZZXhreENCSHFYVlZtU0xhUjlsdjMzM0NpOTNqWEVuZ1dVLThOaUoyT0E4UA?oc=5,2021-02-07,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2183,google_news,facebook.com,Ride-hailing giant Grab Philippines is now offering a taxi service run by a fleet of electric vehicles to support the government’s efforts in promoting sustainable mobility. https://tinyurl.com/3ctmxfsu - facebook.com,Ride-hailing giant Grab Philippines is now offering a taxi service run by a fleet of electric vehicles to support the government’s efforts in promoting sustainable mobility. https://tinyurl.com/3ctmxfsu&nbsp;&nbsp;facebook.com,https://news.google.com/rss/articles/CBMi3AFBVV95cUxNRE1MWXdoRG1YQWtLQzJpOWQtLWJSUW5sTmQ2OGx6MEtpYWR3dmFMUnNQSmUzWlRybG03SmFPeWpBRXNOREZPQkdNdjdaaUF0TVNEZ2FBcElycFllaDNrNlpCZ3hpLXhOVWJiVnVNT1c3YmNhRS12MXVjR1JpX0E1R2x0Z05uVGx6LTlPUUFrZDBza19GZG5FcGgxVEM1VXhJRXNTSEJYMzRla1cyRjR6c0pvVnA0TnNCM1BXdTJCa3N3MWZWWU4tVzlXNFZNMzNqdDdGMW1Gd3dMb1pU?oc=5,2025-06-05,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2184,google_news,AsiaTechDaily,"GrabWheels, Grab’s Mobility Arm, Raises $30m from Taiwan’s Kymco - AsiaTechDaily","GrabWheels, Grab’s Mobility Arm, Raises $30m from Taiwan’s Kymco&nbsp;&nbsp;AsiaTechDaily",https://news.google.com/rss/articles/CBMijwFBVV95cUxPY0lRMUdnY1l5clhGaWstSHlOUU55LXRyWXZZZlBUd21Xd1hjOHl2aFd2WmpRV096bVhSM1c2T3RZdWw0N0Y4UTVnU2hjSzVBcXBRUng5U2w5NXptTE1SMDdFeWxBV00tUzY4RHlzUUREczFxMDdqbExfZkwtTUxxbDNTTTM1S1lIbm5IUmdxcw?oc=5,2020-02-13,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2185,google_news,Tech in Asia,"Grab to launch carbon offset feature in July, expands Hyundai EV partnership - Tech in Asia","Grab to launch carbon offset feature in July, expands Hyundai EV partnership&nbsp;&nbsp;Tech in Asia",https://news.google.com/rss/articles/CBMirwFBVV95cUxNWlFIbTRPdE80ODNyanlpWlN5MGlCc0ZqQjl1ekVfWVZMRXp5dVBJd21ZYVFwX3ZfNEpVYzdrcllmUDNYNTVaRmpjMFVfNTZRNGZ2NTR3bDN1UTFTNDdrTTBkRFpOYkVUbUgtRFQzU0VGd3YzWVdSZ1FYRmJFMzRXUGJRY3RDSmU4bzJDOFFhTk41TGRrb3ZXWWhNemRsbjJqY3FsdnE5WHlqRmxrUkpv?oc=5,2021-06-22,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2186,google_news,Grab,Grab Thailand Ramps Up EV Push Amid Rising Fuel Costs Forming Nine New Strategic Partnerships to Drive EV Adoption Among Drivers-Riders - Grab,Grab Thailand Ramps Up EV Push Amid Rising Fuel Costs Forming Nine New Strategic Partnerships to Drive EV Adoption Among Drivers-Riders&nbsp;&nbsp;Grab,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5PQlA1T0N3NVdOSXdZdjFtbXNRMnkxMmNOZEp2M2NGVlFhZFg4aVVCbk5DRF9Md3Q5YWR5b1IxNmJ0T2xQV2ZQU21faXo2Wmp3bThpTmJXMEd2ZTYwZGxvTQ?oc=5,2026-04-03,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2187,google_news,Vulcan Post,Grab goes green with new carbon offsetting feature and EV option for ride-hailing services - Vulcan Post,Grab goes green with new carbon offsetting feature and EV option for ride-hailing services&nbsp;&nbsp;Vulcan Post,https://news.google.com/rss/articles/CBMilAFBVV95cUxObkNyWUZHUDZSYTFtLW5GRWJsRE1fRGZyRkI2TWcwNkVRMFB1Z0FXeFUyTjVsZkRQMTlYX1p3eHRKbzhVQ3JQRFBEZ1JuNC1NdHVEY3dfN2dQRXkxbTQtRDdUYXBnNGFwclRqeEN2WEw4RlZURW9xWGhyam1wdC1RNUp6d2hZS2h0blJpa0ZSV0Z3ZUFG?oc=5,2021-06-22,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2188,google_news,Independent Observer,Grab introduces 13 AI-based • features at GrabX 2026 - Independent Observer,Grab introduces 13 AI-based • features at GrabX 2026&nbsp;&nbsp;Independent Observer,https://news.google.com/rss/articles/CBMif0FVX3lxTE9SdnJocUxLTXNNczkwc0NnQU80X0dKQmdqNDFDM1pjM0ktMUxsbjM3R01vdjV5M2hJaWQwRHA5cXZ5UEZWR01xLUt2MTIxc0REOVg3bWpyN1hiRTRwblUyTFpLTVAzYjhlbHVLSXFVbVVQTVdZdERTRFFRQnpRZHM?oc=5,2026-04-11,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2189,google_news,Forbes,Grab To Double Stake In Indonesian Fintech Firm Ovo As Competition Intensifies - Forbes,Grab To Double Stake In Indonesian Fintech Firm Ovo As Competition Intensifies&nbsp;&nbsp;Forbes,https://news.google.com/rss/articles/CBMizwFBVV95cUxPbklHN3N5NTN6Tm9wR0k4YkVMaFlCbkF2ekNvY3VnUVZMYnlVdjB3enlmSzFZd3ZOZ0ViY1lyTGV6R0JQemlFMFViU3NHemgyS3NFRzFUcV9PMHFkNmFsRGQwekd5T2R3MHE2WW0tdld3bHhQUEtXNVBubTJQSmh0Z25lYUlVUVYxd0JULWtaaWJrWmNGc3RCdHJxbi1tbU1nMXRmZXZKTzdISDlCUWlENjZLTFJPd0hPd25SdkwtNk5FNEtfNWFkdU5nV3FyWmM?oc=5,2021-10-04,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2190,google_news,Tech in Asia,"Grab launches AI Assistant, deepens AI push across Southeast Asia - Tech in Asia","Grab launches AI Assistant, deepens AI push across Southeast Asia&nbsp;&nbsp;Tech in Asia",https://news.google.com/rss/articles/CBMijAFBVV95cUxQX3ZwYWxFSTNUZWxTYlFUclVGR2VrMTNTd2lTLWw5c2NIaGVWV3M2LUZrTFlnTDhEdGVRM3pZV0o3bGVYN251RnBzcGZuVUFMZl9Lbml0eUZYWW81UjN1VnhXUGxuS3lvbzZiaGxmZnFiXzBqTDItTUU1Qmo5d0VZS3BWQWRsQTR5SnZyTg?oc=5,2026-04-08,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2191,google_news,ABS-CBN,"Grab, BYD partner to bring more electric vehicles to PH - ABS-CBN","Grab, BYD partner to bring more electric vehicles to PH&nbsp;&nbsp;ABS-CBN",https://news.google.com/rss/articles/CBMiqwFBVV95cUxQSmFCSkwzNEJfRVBzaXFpWVJUTXJiak93dWdCMS1UNjBIVzFGMUhrRjJ2ejV1RWFfVmZ3aGhnV09DUzlwOU9wVkhnN21yVU1QODdzcTBiQVJvUEdpby1aSzJjcWlIa1VyN053RDlXTUJGa25JWGE3SDR6RElUN2N1VGZXZWFkVm9SeGRBa2tTU2JFM0k2bURfNWFTbWF5MUpYdGlidTh5czZOU00?oc=5,2025-01-17,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2192,google_news,Daily Tribune,Grab plans getting EVs for its fleet - Daily Tribune,Grab plans getting EVs for its fleet&nbsp;&nbsp;Daily Tribune,https://news.google.com/rss/articles/CBMiekFVX3lxTE4tb2QyT3BfZndGSTMzVmdZM3d3Mm5TS3JiR3lDM1VLWDRLaTZzYWpqUkVndElTNXE2SXFoVGppNFdmcnJ6X3VUbzdyYjk0YTFXNlhsOTV3b0NBVTExcWN2RnJBcUhtalNLN2hYSmc2OWVTcm93T3JGT2130gGHAUFVX3lxTE9ZTmtYbWFQWXo2TGFKOFdsclZkSEE3M1hvQkg2dElsVkkxOU01d094NFFQZEhxZXVsejZKYy1FclFrdEVIcnBmM3pvTElPRk1WUTdHZ3Ffbk9QYUJCN0xkODBYS3VreXJibHNCM0lpa1BGNUVoeGo5eE5hZ0ZYRUd4WGFPeWVkNA?oc=5,2024-06-15,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2193,google_news,ABS-CBN,More EV charging stations to open in Makati: ACMobility - ABS-CBN,More EV charging stations to open in Makati: ACMobility&nbsp;&nbsp;ABS-CBN,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPeTdkc0hXbVBpZHg3MEtnQ1hLSDVXWWpOM01jcE90YmhkUW5DNUtSdXd0S1dJM3FIM1R2TzIyRS1jWGl2YXFDVDBwN2dDeTF2amo4U1M4WHpuTk9QLVRrWG5hdnNkLW9Ld01OWlU2U2lXb1FqZFdEbjh1SW1jRGRhSzV5UzJQUE1BQkFxNGtoWllDQ0JORFoxdE5hYmdGTHItdTVNWDg0a2psZ0U?oc=5,2025-01-21,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2194,google_news,Khmer Times,PARTNERSHIP BETWEEN GRAB AND OCIC TO ENHANCE TRANSPORTATION IN KOH PICH - Khmer Times,PARTNERSHIP BETWEEN GRAB AND OCIC TO ENHANCE TRANSPORTATION IN KOH PICH&nbsp;&nbsp;Khmer Times,https://news.google.com/rss/articles/CBMisAFBVV95cUxNWkpJRnZsZzZyUG1QXzV0NFEwaUZOSFpENTlWNWE5V1FPV1hZRTRETk15QWVkeW9WeWdxMHcwNWtlckpsVTduVHNGZzNxY2lXSVRHbW1TdzcyR0RmT0VPa3UyT19Dc2JhcnZLS1QwR01BSGdYY2o1a3ljUHZDY0ZJak83U3g3Q0FEbElqXy0yc2tWSWlwZ1Jva0N0WmR2M2o5UlRFTEc2LVBiTnBtWFRMVQ?oc=5,2025-02-28,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2195,google_news,Jakarta Globe,"Grab Expands AI Push With 13 New Features Across Transport, Food, and Payments - Jakarta Globe","Grab Expands AI Push With 13 New Features Across Transport, Food, and Payments&nbsp;&nbsp;Jakarta Globe",https://news.google.com/rss/articles/CBMitwFBVV95cUxOeHFjeW5IVXBJLV9wd3dJNng2bm1zdWNSQmVtaUhGUWQxSU84SVBsZEhuNWNpVFVPVEhid3A1eGVWeFBOakxwUDlPVTg0VWYwUGUyUzhaNXE5SFN6Y3RZWWxHOHNmMVAycHdyRUZrZkVPbnFOYnFLdFpXUGw1T0dsVDBIczg0Y2VfQ3dySWZUZ0Z1UHN5M0otc0pTeS0yX3E0Qk5zRjNuVHY0QzB5eUpXNkRJNVZyVTg?oc=5,2026-04-09,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
2196,google_news,ABS-CBN,Grab to give away P7 million worth of promos for 7th anniversary - ABS-CBN,Grab to give away P7 million worth of promos for 7th anniversary&nbsp;&nbsp;ABS-CBN,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPcEFBTWtmRkZTNTBxVmxHS1VHc3EwS2tZd2lfck1fcF9DWDJfUzhKS0hwWVd0N1BiS0IzQjZnV1JkZXZHY19iZzFnYzV4WDhrVlB6bk9xcHQ4cXJMelJsdmwyX2o1aDA5N3BtV2dETFZLVVBoMFlPRUhacFVzLXhtVHIxWW5ySDVISm50Sm1lYnBOSTIydFA3d05TakNVMHJUaGZkbVpnR3Rqdw?oc=5,2024-11-30,SEA,superapp,,,2026-06-05 09:33:08.249681+00,,,
