id,platform,title,content,author,post_date,url,translated_content,sentiment_label,sentiment_score,keyword_category,created_at,lang_detected
919,naver_blog,라오스 세계문화유산 와푸사원 팍세 오토바이 렌트 가격 후기,라오스 국화인 독참파 꽃이 바람에 떨어지는 게 왓푸사원과 분위기와 잘 어울렸다. 구경을 끝내고 매표소로 돌아가기 위해 관광객을 태우고 온 전기차에 올라탔다. 전기차는 매표소 옆이 아닌 박물관에...,밍시티스타디움⚽️,2024-02-15,https://blog.naver.com/ph7879/223354668492,"The Dok Champa flowers, the national flower of Laos, falling in the wind went well with the atmosphere of Wat Phu Temple.After finishing the sightseeing, I got on the electric car that brought the tourists to return to the ticket office.Electric cars are located in the museum, not next to the ticket booth...",positive,0.4846,,2026-06-04 06:40:42.438678+00,ko
920,naver_blog,"「라오스」 루앙프라방 전기차 렌트 / 꽝시 폭포 / 반미, 신닷 맛집",다른 후기들 봐도 비엔티안보다 루앙프라방이 더 잘 쳐주는 것 같으니 비엔티안에서는 조금만... 전기차와 전기스쿠터 모두 빌렸었는데 둘 다 완전히 만족스러웠다 전기차 렌트는 라오스...,기록하기,2023-09-19,https://blog.naver.com/yeon_yeon__/223215596546,"Looking at other reviews, it seems like Luang Prabang offers better deals than Vientiane, so just a little bit more in Vientiane... I rented both an electric car and an electric scooter, and I was completely satisfied with both. Renting an electric car in Laos...",positive,0.6854,,2026-06-04 06:40:42.438678+00,ko
921,naver_blog,라오스 택시 어플 콕콕무브 탑승 후기,"기본 정보 운영 지역 라오스 비엔티안 차량 종류 전기 툭툭, 소형 전기차, 일반 차량 이용 방법 앱 호출 &amp; 길에서 잡기 결제방식 현금 &amp; QR 결제 2 직접 타본 후기 저는 비엔티안의 빠뚜사이 독립 기념문 근처에서...",라오스 All-in,2026-04-23,https://blog.naver.com/bibitravel/224262972336,"Basic information Operating area Vientiane, Laos Vehicle type Electric tuk-tuk, small electric vehicle, regular vehicle How to use App call &amp;Grab on the street Payment method Cash &amp;QR Payment 2 My own review I rode near the Patuxai Independence Monument in Vientiane...",neutral,0.8533,,2026-06-04 06:40:42.438678+00,ko
922,naver_blog,[라오스 현지통신] 2026... (Lao Eco Motor Expo) 방문 후기! ⚡,"지리자동차의 전기 픽업트럭인 **리다라(RIDDARA)**까지, 라오스의 도로 환경과 레저 문화를 겨냥한... 중국전기차 #슈퍼카 #튜닝카 #디팔 #제투어 #폭스바겐 #모터쇼방문기 #라오스여행 #라오스일상 맞춤...",맞춤 여행으로 진짜 여행 앤가이드l오토앤투어l,2026-03-11,https://blog.naver.com/autontour/224212475794,"Geely's electric pickup truck, **RIDDARA**, is aimed at Laos' road environment and leisure culture... Chinese electric car #supercar #tuning car #Dipal #Jetour #Volkswagen #Motorshow visit #Laos travel #Laos daily life customized...",neutral,0.5772,,2026-06-04 06:40:42.438678+00,ko
923,naver_blog,"25'10월 추석연휴 라오스 여행... 1박 후기 | 수영장, 헬스장...","모두 전기차 택시만 이용함 택시타고 빠뚜사이 독립기념문으로! 프랑스 여행 생각나네 천장도... 코스 후기 25'10월 추석연휴 라오스 여행 | 루앙프라방 4박5일 | 내돈내산 숙소, 호텔 비교 추천 | 코지 안...",경험 수집가의 기록,2025-11-06,https://blog.naver.com/hyunofta/224066623463,"Everyone only uses electric taxis. Take a taxi to Patuxai Independence Monument!It reminds me of my trip to France. The ceiling... Course review 25'October Chuseok holiday Laos trip |Luang Prabang 4 nights and 5 days |Naedonnaesan Accommodation, Hotel Comparison Recommendation |Cozy no...",positive,0.5491,,2026-06-04 06:40:42.438678+00,ko
924,naver_blog,[세계테마기행] 라오스 3부 '루앙프라방에서 아침을' B - 탁밧...,"라오스 북부의 여유, 루앙프라방 (Luang Prabang) 여행기 여행 가방을 열고 “오늘은 최대한 느리게 걸을... 매표소에서 폭포입구까지는 전기차가 방문객을 실어나릅니다. “자연이 만든 수채화 속에 내가...",탐험가 남영호,2025-10-20,https://blog.naver.com/explorer05/224047719587,"Leisure in northern Laos, Luang Prabang travel story Open your suitcase and say, “I will walk as slowly as possible today... An electric car carries visitors from the ticket booth to the entrance of the waterfall. “I am in the watercolor created by nature...",positive,0.4977,,2026-06-04 06:40:42.438678+00,ko
925,naver_blog,"라오스 루앙프라방 &quot;My BanLao 마이반라오 호텔&quot;-조식,수영장...",호텔 후기입니다. 라오스에서 첫 여행지로 루앙프라방을 갔는데요. 이곳에서 이용했던 마이반라오... 체크아웃 후 기차역까지 이동 서비스도 받았습니다. 그리고 호텔 숙박하면서 시내 이동할 때마다 전기차...,Yeon의 하루,2025-08-13,https://blog.naver.com/day-yeon/223969163182,"This is a hotel review.My first travel destination in Laos was Luang Prabang.My Ban Lao used here... After checking out, I also received a transfer service to the train station.And whenever I travel downtown while staying at a hotel, I drive an electric vehicle...",neutral,0.5314,,2026-06-04 06:40:42.438678+00,ko
926,naver_blog,라오스 여행/꽝시폭포 프라이빗벤/왓씨앙텅...,입장료 결제 후 꽝시폭포 입구까지 데려다주는 전기차가 있어 전기차를 타고 입구까지 가면 된다.... 이상 라오스 4박6일 여행 4일차 후기 끝 &amp; &amp; 라오스 4박6일 여행 4일차 일정 마이반라오 호텔...,밥먹고 술마시고 랜드마크보고,2025-04-16,https://blog.naver.com/1223jik/223835477710,"After paying the entrance fee, there is an electric car that takes you to the entrance of Kuang Si Falls, so you can take the electric car to the entrance.... This is the end of the review of the 4th day of the 4 nights and 6 days trip to Laos &amp;&amp;Laos 4 nights 6 days trip 4th day itinerary My Van Lao Hotel...",positive,0.5474,,2026-06-04 06:40:42.438678+00,ko
927,naver_blog,티웨이항공 TW131 탑승후기 (라오스 비엔티안 입국후기),탑승후기를 이웃님들과 공유합니다. 이 포스팅이 다음에 라오스 여행가시는 분들에게 도움이 되길... 라오스에 중국 전기차가 엄청 많네요. 3일동안 전기차 엄청 탔습니다. 라오스 교통수단 관련해서는...,필리핀이박사's 세계여행&어학연수,2025-03-10,https://blog.naver.com/cebu7942/223791157061,Share your ride review with your neighbors.I hope this post will be helpful to those who travel to Laos next time... There are a lot of Chinese electric cars in Laos.I rode a lot of electric cars for 3 days.Regarding transportation in Laos...,positive,0.7342,,2026-06-04 06:40:42.438678+00,ko
928,naver_blog,[라오스] 루앙프라방 초등학생 가족여행 꽝시폭포 원데이...,"드디어 꽝시폭포 이동 라오스 초등학생 가족여행 6일차, 루앙프라방 꽝시폭포 전세밴 원데이투어... 코끼리캠프 후기 여기에 꽝시폭포 입장료 꽝시폭포 입구에서 입장료 내고 골프장 전기차 카트 타고 3분 정도...",랄랄랄라라엘이와멍구맨,2025-01-30,https://blog.naver.com/dingk007/223742341647,"Finally, we moved to Kuang Si Falls. Day 6 of a family trip for elementary school students in Laos. One-day tour by charter van for Kuang Si Falls in Luang Prabang... Review of Elephant Camp here. Kuang Si Falls entrance fee. Pay the entrance fee at the entrance of Kuang Si Falls and ride the electric car cart on the golf course for about 3 minutes...",neutral,0.5864,,2026-06-04 06:40:42.438678+00,ko
929,naver_blog,라오스 꽝시폭포 가성비 프라이빗 투어 일정 추천 비용 솔직후기!,"언제부턴가 라오스 여행의 인기가 급증하기 시작했잖아요. 저도 라오스는 이번이 처음이라서 많은... 티켓을 구입했다면, 밖에 대기하고 있는 전기차를 타고 꽝시폭포 입구까지 갈 텐데요. 걷기 귀찮았는데...",플레이리스트 : 그때 그 여행을 들려줘,2025-01-13,https://blog.naver.com/play__list/223724542461,"At some point, the popularity of travel to Laos began to rapidly increase.This is my first time in Laos, so if I had purchased a lot of tickets, I would have taken the electric car waiting outside to the entrance of Kuang Si Falls.It was annoying to walk...",positive,0.3479,,2026-06-04 06:40:42.438678+00,ko
930,naver_blog,라오스 꽝시폭포 투어 추천 일정 예약 방법 비용까지 완벽 리뷰!,라오스 꽝시폭포까지 이동하기 위해 전기차를 탈 때 티켓을 제시하면 된다ㅎㅎ 입구까지 편안하게 갈... ㅠ 라오스 여행을 다니면서 멋있는 사진을 찍고 싶거나 한 번도 보지 못한 자연의 모습을 직접 보고...,플레이리스트 : 그때 그 여행을 들려줘,2024-11-26,https://blog.naver.com/play__list/223673578723,"To go to Kuang Si Falls in Laos, you just need to present your ticket when taking an electric car. You can get to the entrance comfortably... ㅠ If you want to take great pictures while traveling in Laos or see nature that you have never seen before...",positive,0.674,,2026-06-04 06:40:42.438678+00,ko
931,naver_blog,ChatGPT에서 추천한 비엔티안 호텔 5선,및 전기차 충전소 ️ 레스토랑 &amp; 바 Mosaic: 현지 및 세계 각국의 요리를 제공하는 올데이... 1/10 (559개 후기) TripAdvisor: &quot;비엔티안 최고의 부티크 호텔 중 하나&quot;로 평가 Expedia: 9.0/10 (939개 후기)...,디디투어 라오스골프 & 관광 (견적문의 환영합니다.),2025-05-20,https://blog.naver.com/ddtour-laos/223871682305,"and electric vehicle charging station ️ Restaurant &amp;Bar Mosaic: All day serving local and international cuisine... 1/10 (559 reviews) TripAdvisor: Rated ""one of the best boutique hotels in Vientiane"" Expedia: 9.0/10 (939 reviews)...",neutral,0.698,,2026-06-04 06:40:42.438678+00,ko
932,naver_blog,"[라오스 여행]팍세 가볼 만한 곳 추천, 작은 앙코르와트 '왓푸...","▼▼비엔티안에서 팍세까지 가는 슬리핑 버스 이용 후기는 아래 ▼▼ 왓푸는 푸카오 산에 자리 잡고... 따라가보면, 전기차가 있다. 이걸 타고 사원 인근으로 이동한다. 왓푸에서는 크게 두개 구역을 볼 수 있다....",쩡의 여행일기,2024-05-19,https://blog.naver.com/mimilub23/223450650805,"▼▼Review of the sleeping bus from Vientiane to Pakse below ▼▼ Wat Phu is located on Mount Pukao... If you follow it, there is an electric car.Take this and move near the temple.There are two main areas in Wat Phu...",neutral,0.5794,,2026-06-04 06:40:42.438678+00,ko
933,naver_blog,라오스 택시 앱 추천 1 인드라이브 inDrive,"원하는 기사 선택 / 매칭 완료 / 이용 후 현금 지불 인드라이브 이용 후기 1. 비엔티안 기준으로 아침... 6년 전에 왔을 때는 일본 차가 많이 보였는데, 이번에는 현대차와 기아차도 많았지만 전기차는 거의...",온리원데니스,2024-04-02,https://blog.naver.com/onlyone_dennis/223403407520,"Select desired article / Complete matching / Pay cash after use InDrive Review 1. Morning in Vientiane... When I came here 6 years ago, I saw a lot of Japanese cars, but this time there were a lot of Hyundai and Kia cars, but there were almost no electric cars...",neutral,0.7811,,2026-06-04 06:40:42.438678+00,ko
935,naver_blog,[라오스 8박 8일 자유여행] 23.6.10 DAY2 비엔티안에서 방비엥...,전기차였고 새 차여서 쾌적하고 깔끔했다. 그러고 보니 공기도 더 좋아진 것 같더라. 비엔티안 기차역... 더 잘쳐줬던 환전소는 따로 올리는 후기에~^^ 다른데는 어떨지 몰라서 여기서는 일단 50달러만...,내가 사는 이야기,2023-07-04,https://blog.naver.com/sonmmin/223146802223,"It was an electric car and it was new, so it was comfortable and clean.Now that I think about it, the air seems to have gotten better.Vientiane train station... I'll post a separate review about the currency exchange booth that gave better rates~^^ I don't know what it's like in other places, so here it's only 50 dollars...",positive,0.7407,,2026-06-04 06:40:42.438678+00,ko
936,naver_blog,패밀리 부티크 호텔 (Family Boutique Hotel) [비엔티안호텔],"이용후기 괜찮아서 예약했어요! 직원들 친절하고요! 미니밴은 숙소에서 예약가능해요! 아침 8시... 서비스 전기차 충전소 조식 포함 Pangkham Rd. Chiengyuean Village, 위앙짠 (비엔티안) 시내, 비엔티안, 라오스...",궁디의 세상 나들이,2023-02-01,https://blog.naver.com/kjeijf34/222983269813,"I made a reservation because the reviews were good!The staff are friendly!Minivans can be reserved at the accommodation!8 a.m.... Services Electric vehicle charging station Breakfast included Pangkham Rd.Chiengyuean Village, Vientiane (Vientiane) city center, Vientiane, Laos...",positive,0.5707,,2026-06-04 06:40:42.438678+00,ko
937,naver_blog,"여행] 방비엥에서 비엔티안, 여행자 버스 타고 이동한 후기",27 4박 6일 라오스 여행 방비엥에서 비엔티안 여행자 버스 타고 이동한 후기 방비엥에서 비엔티안... 작은 전기차가 픽업옵니다! 버스는 25인승 or 45인승 중 랜덤이랬는데 45인승 하나투어 버스가 왔어요 예!...,에이풋의 풋풋한 세계여행,2018-07-08,https://blog.naver.com/skli0612/221313723969,"27 4 nights and 6 days Laos trip Review of traveling by tourist bus from Vang Vieng to Vientiane From Vang Vieng to Vientiane... A small electric car will pick you up!The bus was random, either 25-seater or 45-seater, but a 45-seater Hana Tour bus arrived. Yes!...",neutral,0.5425,,2026-06-04 06:40:42.438678+00,ko
939,naver_blog,"라오스 여행 주의사항!!, 전기스쿠터에 돈털린 썰",작은 전기스쿠터를 대여해주는 곳은 없었고 후기를 찾아보니 딱 한 곳 있어서 바로 ㄱㄱ (나중에 알고... 라오스여행유의사항 #라오스여행주의사항 #라오스사고 #방비엥액티비티사고 #라오스전기스쿠터사고,건강한 지방이의 일상,2024-10-19,https://blog.naver.com/happylee_03/223624943832,"There was no place that rented small electric scooters, and when I looked for reviews, there was only one place, so I went straight to it (I found out later... Laos travel precautions #Laos travel precautions #Laos accident #Vang Vieng activity accident #Laos electric scooter accident",neutral,0.5714,,2026-06-04 06:40:42.438678+00,ko
940,naver_blog,[⑫ 라오스 자유여행] 라오스 도시별 오토바이 렌탈가격 비교,갔다 라오스 오토바이 이용후기 결론 가격은 루앙프라방이 관광지라 그런지 제일 비싼거같고... ㅎㅎ 전기오토바이는 자전거로 분류되서 해당 사항은 없다 그런데 우린 그냥 운이 없었다 지금까지 라오스...,홍부장의 무턱대Go tour!!!,2024-05-05,https://blog.naver.com/sihong2/223436744374,"I went to Laos Motorcycle Review Conclusion The price seems to be the most expensive in Luang Prabang, probably because it is a tourist destination... haha ​​Electric motorcycles are classified as bicycles, so this does not apply, but we were just unlucky so far in Laos...",neutral,0.4216,,2026-06-04 06:40:42.438678+00,ko
941,naver_blog,"라오스 자유여행ㅣDay 4, 루앙프라방 꽝시폭포 현지 벤 예약...","해외여행&gt;라오스 탭에서 확인 가능합니다. 지나가다가 짱 이쁜 오토바이 있어서 고밍하다가 대여 결정 ! 이렇게 생긴 오도방구, 전기 오토바이인데 진짜 에쁘죠 ? &lt; 루앙프라방 오토바이 대여 후기 &amp; 면허증 여권...",안할매의 소소한 일상,2024-05-02,https://blog.naver.com/wlgml2131/223423452546,"You can check it in the Overseas Travel>Laos tab.I was passing by and saw a really pretty motorcycle, so I was looking around and decided to rent it!It's an electric motorcycle that looks like this. It's really pretty, isn't it?&lt;Luang Prabang motorcycle rental reviews &amp;License passport...",positive,0.6988,,2026-06-04 06:40:42.438678+00,ko
942,naver_blog,"라오스 방비엥│전기스쿠터 타고 블루라군 1,2,3 다녀온 후기...","BLUE LAGOON 옛날 옛적 라오스 여행에 처음 관심을 갖게 된 계기는 자연이 만든 옥색 빛깔의 천연풀... 투어로도 많이 가고, ATV나 오토바이 대여해서도 많이 가시던데 저는 전기스쿠터 렌트해서 다녀왔습니다....",just logging life,2024-03-19,https://blog.naver.com/jenmoment/223388332368,"BLUE LAGOON Once upon a time, the reason I first became interested in traveling to Laos was the jade-colored natural pool created by nature... Many people go on tours, or even rent ATVs or motorcycles, but I rented an electric scooter and went there....",positive,0.6584,,2026-06-04 06:40:42.438678+00,ko
943,naver_blog,2월 라오스 자유여행 방비엥 오토바이 렌트 블루라군 1 탐푸캄...,"방비엥 오토바이 렌털 가게는 야시장 남쪽에 1 ~ 2군데가 있었고, 버기카(Buggy Car)나 전기 스쿠터... com/krzbsw29/223342508305 라오스 기차 예매방법, 탑승 후기 https://blog.naver.com/krzbsw29/223357375850 비엔티안 방비엥...",파파링의 지구별 탐험일지,2024-02-13,https://blog.naver.com/krzbsw29/223351900637,"There were 1 or 2 motorcycle rental shops in Vang Vieng to the south of the night market, and there were buggy cars and electric scooters... com/krzbsw29/223342508305 Laos train reservation method, boarding reviews https://blog.naver.com/krzbsw29/223357375850 Vientiane Vang Vieng...",neutral,0.8384,,2026-06-04 06:40:42.438678+00,ko
944,naver_blog,여자 혼자 라오스 4 / 방비엥 전기스쿠터(처음)...,나 홀로 떠난 라오스 여행기 (4일차) 마지막 날 ! 아침 일찍 나와서 열기구랑 한컷 ^__^ 라오스의 헬스장... 이 전기스쿠터 작동 방식이 전동킥보드처럼 손잡이 돌리면 앞으로 나가는건데 길 폭이 좁아서...,유댕 아카이브 ⋰˚✩,2024-02-09,https://blog.naver.com/qapl0327/223349091670,"Last day of my solo trip to Laos (day 4)!I came out early in the morning and took a picture with a hot air balloon ^__^ A gym in Laos... This electric scooter works like an electric kickboard, you turn the handle to go forward, but the road is narrow...",neutral,0.4177,,2026-06-04 06:40:42.438678+00,ko
913,naver_blog,[라오스 배낭여행] ④ 꽝시폭포를 트레킹하고 밀림 속에서...,야영(노숙) 195회 《라오스 배낭여행 후기》 ④ 꽝시폭포를 트레킹하고 밀림 속에서 백패킹을 하다... 매표소 옆의 전기차 탑승장에서 전기차를 타고 꽝시폭포 출입구까지 약 1km를 이동한다. 꽝시폭포 매표소...,존의 배낭여행 블로그,2023-03-21,https://blog.naver.com/psjgoodi/223051155973,Camping (sleeping out) Episode 195 《Laos Backpacking Trip Review》 ④ Trekking to Kuang Si Falls and backpacking in the jungle... Take an electric car at the electric car platform next to the ticket office and travel about 1km to the entrance to Kuang Si Falls.Kuang Si Falls ticket office...,neutral,0.5725,,2026-06-04 06:40:42.438678+00,ko
914,naver_blog,여자 둘이서 알차게 즐기고 온 3박 4일 '라오스' 자유 여행...,"안녕하세요 쌀쌀해지기 시작할때 쯤 따뜻한 라오스 다녀온 후기 시작 할게요 여행 준비 : 항공권, 숙박... 때까지 라오스 여행 서적, 방명록 등을 보면서 기다립니다 두시가 조금 지나니 전기차 도착! 이미...",Querencia : 기억 저장소,2018-11-21,https://blog.naver.com/ming2yaho/221402751820,"Hello, I'll start reviewing my trip to warm Laos around the time it starts to get chilly. Preparing for the trip: flights, accommodation... I wait while looking at Laos travel books, guest books, etc. A little after 2 o'clock, the electric car arrives!already...",positive,0.5184,,2026-06-04 06:40:42.438678+00,ko
945,naver_blog,라오스 방비엥 여행 액티비티 카약 튜빙 짚라인 블루라군...,ㅋㅋㅋ 너무 저렴해서 잘 수 있는 호텔인 건지 후기를 보고 또 봤네...; 이름이 nive view guesthouse 이다.... https://everything91.blog.me/221385475894 ▲▲▲▲▲ 라오스 #루앙프라방 에서 스쿠터 타고 꽝시폭포 다녀오기!...,★한량이의 배낭메고 지구정복★,2019-07-28,https://blog.naver.com/everything91/221597663928,"Haha, I looked at the reviews again to see if it was a hotel I could sleep in because it was so cheap...;The name is nive view guesthouse.... https://everything91.blog.me/221385475894 ▲▲▲▲▲ Riding a scooter to Kuang Si Falls in #LuangPrabang, Laos!...",positive,0.5718,,2026-06-04 06:40:42.438678+00,ko
946,naver_blog,라오스 방비엥 여행!!이 글 하나로 완벽정리!!,"라오스에 들어와있더라구요) -오토바이, 전기스쿠터 등 대여 (오토바이 대여하는... 검색합니다 리뷰는 최신순으로 한 번 훑어 읽어보세요 그 장소를 선택할지말지...",차차를 위한 특수교육,2024-07-31,https://blog.naver.com/jinju4001/223531132750,"(It's in Laos) - Rental of motorcycles, electric scooters, etc. (Motorcycle rental... Search. Read the reviews in order of latest. Choose that place or not...",neutral,0.7674,,2026-06-04 06:40:42.438678+00,ko
947,naver_blog,[라오스/4일차] 이제 거의 현지인.. 지도 안보고도 비엔티안을...,"옆에 양념을 뿌려먹으면 맛있다는 리뷰를 보고 까불어봤다. 나는 불닭볶음면의 민족이니까 라오스식... 용도로 전기 스쿠터를 빌렸다. 24시간에 150,000킵! 만원의 금액이다. 여기 라오스는 사람들은 순박한데...",차카게살자,2023-06-16,https://blog.naver.com/nayu59/223130153242,"I gave it a try after seeing a review that said it tastes better when you sprinkle some seasoning on the side.Since I am a people of hot chicken fried noodles, I rented an electric scooter for Laotian use.150,000 kip in 24 hours!The amount is 10,000 won.The people here in Laos are simple...",positive,0.4242,,2026-06-04 06:40:42.438678+00,ko
948,naver_blog,2022.07.27 루앙프라방 라오스 최고명물 꽝시폭포로,아침은 숙소에서 주는무료조식과 공짜커피로 때우고 스쿠터 1일 (8만5천낍) 빌려서 ㄱㄱ... 무료전기차타고ㄱㄱ 냄새개좋음 꽝시폭포 입구 어 그냥 입구다 하고 들감. 반달곰이 있다. 꽝시폭포 리뷰 물색이...,철기시대,2022-07-28,https://blog.naver.com/hagar12/222832468044,"In the morning, I ate the free breakfast and free coffee provided by the accommodation, then rented a scooter for 1 day (85,000 kip) and... rode the free electric car. The smell was nice. The entrance to Kuang Si Falls. I thought it was just the entrance.There is a black bear.Looking for a review of Kuang Si Waterfall...",positive,0.5115,,2026-06-04 06:40:42.438678+00,ko
