id,store,app_name,country,rating,author,review_date,content,lang_detected,translated_content,sentiment_label,sentiment_score,keyword_category,created_at,keyword_domain
21426,google_play,Green SM,MUL,1,Đường Võ Như Hiếu,2024-05-02,Đặt xe cực kì lâu mất nửa tiếng của tôi mà vẫn không đặt được cuốc xe nào. Đề nghị app xem lại,vi,,negative,0.696,배차·호출실패,2026-06-04 05:59:32.995093+00,라이드
21427,google_play,Green SM,MUL,1,Trung Hiếu Phan,2024-05-02,"Vừa tải chưa đầy 1 tiếng mà thấy ức chế khiếp, cho 1 sao hợp lý. App đầy lỗi, có mỗi cái app làm k xong, chán",vi,,negative,0.9182,앱오류·작동불가,2026-06-04 05:59:32.995093+00,앱공통
21428,google_play,Green SM,MUL,1,Hiêud HỒ,2024-05-02,Map sai liên tục sai điểm đón tính cho 2 sao mà tệ quá cho 1 sao,vi,,negative,0.8268,목적지·경로,2026-06-04 05:59:32.995093+00,라이드
21429,google_play,Green SM,MUL,1,Ngoc Toan Nguyen,2024-05-01,Đặt xe mà nhận cuốc rồi tài xế tự hủy cuốc. Làm liên tục 2 3lần. Thử coi có việc gấp sao chịu đc.,vi,,negative,0.7947,배차·호출실패,2026-06-04 05:59:32.995093+00,라이드
14049,google_play,Green SM,MUL,5,trang nguyen,2025-08-19,rất hiễu ích cho di chuyển,vi,,positive,0.735,기타·미상,2026-06-04 05:58:58.018317+00,미상
9357,google_play,Green SM,MUL,1,Khoa Nguyen,2026-01-30,"tài xế nhận hủy cuốc liên tục. có xe nhận lại không chạy, chờ đợi mất thời gian.",vi,,negative,0.7366,배차·호출실패,2026-06-04 05:58:34.046521+00,라이드
9358,google_play,Green SM,MUL,1,Le Minh Nguyen,2026-01-30,Ứng dụng bị cảnh báo là có virus khi cài vào máy. chú ý khi cài đặt,vi,,negative,0.5769,설치·업데이트,2026-06-04 05:58:34.046521+00,앱공통
16065,google_play,Green SM,MUL,1,phanthanh dat,2025-04-20,ghét quảng cáo,vi,,negative,0.8663,광고,2026-06-04 05:59:09.108897+00,앱공통
16066,google_play,Green SM,MUL,1,Dũng,2025-04-20,"Khó hiểu, điện thoại chưa đặt xe lần nào. Sao báo thiết bị của bạn bị khoá ?",vi,,negative,0.5727,배차·호출실패,2026-06-04 05:59:09.108897+00,라이드
16068,google_play,Green SM,MUL,5,Hieu Truonghuy,2025-04-20,"k hiện quảng cáo nữa,rất phiền, mình đã có rồi mà cứ hiện lên hoài mình gỡ app lun",vi,,negative,0.8955,광고,2026-06-04 05:59:09.108897+00,앱공통
16070,google_play,Green SM,MUL,1,Minh sơn Hà,2025-04-20,nhập mã mà ko vào được,vi,,negative,0.6921,앱오류·작동불가,2026-06-04 05:59:09.108897+00,앱공통
16071,google_play,Green SM,MUL,1,Bảo Nguyễn gia,2025-04-20,tài xế kêu xe hỏng nhưng thực chất ko muốn đón khách ! đặt xe rất lâu,vi,,negative,0.7563,배차·호출실패,2026-06-04 05:59:09.108897+00,라이드
16074,google_play,Green SM,MUL,1,Anh Nguyễn Tuấn,2025-04-19,chán chê,vi,,negative,0.6371,일반혹평,2026-06-04 05:59:09.108897+00,앱공통
21431,google_play,Green SM,MUL,1,Duy Nguyễn,2024-05-01,Bộ IT của xanh mới ra trường hay gì làm cái app lag kinh khủng,vi,,negative,0.881,앱오류·작동불가,2026-06-04 05:59:32.995093+00,앱공통
21432,google_play,Green SM,MUL,1,Linh Nguyên,2024-05-01,kêu vô đăng kí sđt rồi nói mã .thấy có gởi mã gì đâu .dịch vụ quá tệ,vi,,negative,0.4751,계정·인증·KYC,2026-06-04 05:59:32.995093+00,앱공통
21433,google_play,Green SM,MUL,1,Phạm Nguyên,2024-05-01,App siêu lag. Mãi không charge thẻ để tìm tài xế suốt 30p. Ấn hủy chuyến cũng ko đc,vi,,negative,0.86,결제·환불·지갑,2026-06-04 05:59:32.995093+00,앱공통
14078,google_play,Green SM,MUL,3,Huy Hùynh Phước,2025-08-19,ko có giả giá,vi,,neutral,0.4917,기타·미상,2026-06-04 05:58:58.018317+00,미상
14168,google_play,Green SM,MUL,5,Tiến Dũng Bùi,2025-08-17,"Dễ dùng, tiện lợi",vi,,positive,0.811,기타·미상,2026-06-04 05:59:01.628257+00,미상
14169,google_play,Green SM,MUL,5,Phong Le Cong,2025-08-17,"Dễ sử dụng, giá bình dân",vi,,positive,0.6529,기타·미상,2026-06-04 05:59:01.628257+00,미상
14170,google_play,Green SM,MUL,5,pham phu,2025-08-17,nhanh,vi,,neutral,0.4493,기타·미상,2026-06-04 05:59:01.628257+00,미상
14171,google_play,Green SM,MUL,5,Đao Hà Vương,2025-08-17,ok ok 😄,sk,,positive,0.5485,기타·미상,2026-06-04 05:59:01.628257+00,미상
14172,google_play,Green SM,MUL,4,tuantudoan john,2025-08-17,tot,fi,,neutral,0.4043,기타·미상,2026-06-04 05:59:01.628257+00,미상
14173,google_play,Green SM,MUL,5,Du Nguyễn,2025-08-17,tạm,vi,,neutral,0.414,기타·미상,2026-06-04 05:59:01.628257+00,미상
14175,google_play,Green SM,MUL,5,Thương Thu,2025-08-17,5 sao,tl,,neutral,0.5407,기타·미상,2026-06-04 05:59:01.628257+00,미상
14176,google_play,Green SM,MUL,5,Hieu Tran,2025-08-17,tiện lợi,vi,,neutral,0.48,기타·미상,2026-06-04 05:59:01.628257+00,미상
8570,google_play,Green SM,MUL,3,Tri Pham,2026-02-22,hay nhắn tin quảng cáo tào lao,vi,,neutral,0.6069,광고,2026-06-04 05:58:30.640427+00,앱공통
14195,google_play,Green SM,MUL,3,thaiduong hoang,2025-08-16,tạm đc,vi,,neutral,0.3483,기타·미상,2026-06-04 05:59:01.628257+00,미상
8632,google_play,Green SM,MUL,5,mạnh Nguyễn,2026-02-21,rất tốt,vi,,positive,0.7807,기타·미상,2026-06-04 05:58:30.640427+00,미상
8635,google_play,Green SM,MUL,1,Thảo Trí,2026-02-21,tài xế tắt app,vi,,neutral,0.7548,드라이버·서비스불만,2026-06-04 05:58:30.640427+00,라이드
8636,google_play,Green SM,MUL,1,Đình Lưu Hồ,2026-02-21,đặc kh có xe với xe ít,vi,,neutral,0.4998,기타·미상,2026-06-04 05:58:30.640427+00,미상
9793,google_play,Green SM,MUL,1,Dựng lò,2026-01-11,đặt xe lâu tài xế gần mà không nhận đơn,vi,,neutral,0.5833,배차·호출실패,2026-06-04 05:58:34.046521+00,라이드
9796,google_play,Green SM,MUL,5,Ngankhanh Pham,2026-01-11,"dịch vụ tuyệt vời, nhiệt tình chu đáo, luôn luôn đúng hẹn và lái xe an toàn",vi,,positive,0.8246,드라이버·서비스불만,2026-06-04 05:58:34.046521+00,라이드
15174,google_play,Green SM,MUL,4,Nhàn Phan,2025-06-23,xe di êm va dich vụ hơp lý,vi,,neutral,0.5132,기타·미상,2026-06-04 05:59:05.301202+00,미상
25139,google_play,Green SM,MUL,5,KHÁNH TẠ QUANG,2023-08-02,"Đi xe ko bị say, êm ái, chắc chắn và thích nhất là tính năng điều khiển giọng nói của xe. xe đủ cam360, cảm biến xung quanh xe, túi khí thì full, mang lại cảm giác an toàn cho mình. thanks GSM nhé.",vi,,positive,0.706,기타·미상,2026-06-04 05:59:49.419863+00,미상
5071,google_play,Green SM,MUL,5,Đoàn Minh Hoàng,2023-08-13,Chất lượng phương tiện và dịch vụ của xanh là miễn chê rùi,vi,The quality of Green's vehicles and services is impeccable,positive,0.7208,기타·미상,2026-06-04 05:57:44.729074+00,미상
5075,google_play,Green SM,MUL,5,Minh An Nguyen,2023-08-07,so far so good !!!,so,so far so good !!!,positive,0.8454,기타·미상,2026-06-04 05:57:44.729074+00,미상
5076,google_play,Green SM,MUL,5,Nguyễn Quốc Tuấn,2023-08-07,Good service 👍,en,Good service 👍,positive,0.8006,기타·미상,2026-06-04 05:57:44.729074+00,미상
5077,google_play,Green SM,MUL,5,Khan Bahar,2023-08-06,very good,af,very good,positive,0.7152,기타·미상,2026-06-04 05:57:44.729074+00,미상
5078,google_play,Green SM,MUL,5,Minh Tran,2023-08-05,"Xe mới, đẹp, giá cả hợp lý. Ủng hộ Vinfast.",vi,"New, beautiful car, reasonable price.Support Vinfast.",neutral,0.5101,요금·비쌈,2026-06-04 05:57:44.729074+00,라이드
5079,google_play,Green SM,MUL,5,Xuan Hanh Vu,2023-08-03,good service,hr,good service,positive,0.5688,기타·미상,2026-06-04 05:57:44.729074+00,미상
5080,google_play,Green SM,MUL,5,Bobby Pham,2023-08-02,really ux friendly and easy to setup,en,really ux friendly and easy to setup,positive,0.7692,UI·UX불편,2026-06-04 05:57:44.729074+00,앱공통
9993,google_play,Green SM,MUL,1,Đức Thắng Nguyễn,2026-01-02,app nhu cc vua tai ve chang lj keu khoa app???,vi,,neutral,0.4733,기타·미상,2026-06-04 05:58:34.046521+00,미상
9995,google_play,Green SM,MUL,2,Duy Lê,2026-01-02,"đặt xe xa quá, tôi đặt xe ở Dương Bá Trạc mà xe nhận tận Tạ Quang Bửu, app sắp xếp kiểu gì vậy",vi,,neutral,0.4949,배차·호출실패,2026-06-04 05:58:34.046521+00,라이드
9996,google_play,Green SM,MUL,5,Thông Đinh Công,2026-01-02,thân thiện với khách,vi,,positive,0.4636,기타·미상,2026-06-04 05:58:34.046521+00,미상
9999,google_play,Green SM,MUL,5,Khang Hoàng kỳ,2026-01-01,Mọi người nên tải về dùng nhanh rẻ,vi,,neutral,0.6071,설치·업데이트,2026-06-04 05:58:34.046521+00,앱공통
10001,google_play,Green SM,MUL,5,thiên bảo,2026-01-01,rất tiện dễ dùng,vi,,positive,0.7328,기타·미상,2026-06-04 05:58:34.046521+00,미상
10005,google_play,Green SM,MUL,5,Thành Đinh Minh,2026-01-01,"tận tâm , chu đáo",vi,,positive,0.4707,기타·미상,2026-06-04 05:58:34.046521+00,미상
16262,google_play,Green SM,MUL,1,Văn Thắng Hà,2025-03-31,Điểm 10 cho chất lượng 👍,vi,,positive,0.7563,기타·미상,2026-06-04 05:59:09.108897+00,미상
16263,google_play,Green SM,MUL,5,Cuong Nguyen Nhu,2025-03-31,rất là tốt,vi,,positive,0.8347,기타·미상,2026-06-04 05:59:09.108897+00,미상
16276,google_play,Green SM,MUL,1,TỐ PHẠM ANH,2025-03-29,App tệ,vi,,neutral,0.481,일반혹평,2026-06-04 05:59:09.108897+00,앱공통
14490,google_play,Green SM,MUL,1,Văn Thanh Lê,2025-08-05,chạy ẩu,vi,,neutral,0.5169,드라이버·서비스불만,2026-06-04 05:59:01.628257+00,라이드
19751,google_play,Green SM,MUL,5,Uy Đặng xuan,2024-08-21,"Phục vu nhiệt tình đặt xe nhanh giá cả rẻ, chất lượng tốt lái xe an toàn",vi,,neutral,0.6431,요금·비쌈,2026-06-04 05:59:24.933552+00,라이드
19752,google_play,Green SM,MUL,1,Lam PHam,2024-08-21,Chèn quảng cáo.làm phiếu,vi,,neutral,0.7063,광고,2026-06-04 05:59:24.933552+00,앱공통
19754,google_play,Green SM,MUL,1,lặng lẽ,2024-08-21,Đón thì đc...đặt điểm đến thì quay về chỗ đón,vi,,neutral,0.5946,목적지·경로,2026-06-04 05:59:24.933552+00,라이드
19755,google_play,Green SM,MUL,1,Chau Thanh,2024-08-21,Con me no quang cao wai,pt,,neutral,0.4369,기타·미상,2026-06-04 05:59:24.933552+00,미상
19756,google_play,Green SM,MUL,5,Phú Trần Hoàng,2024-08-20,Dịch vụ tốt,vi,,positive,0.7404,기타·미상,2026-06-04 05:59:24.933552+00,미상
19757,google_play,Green SM,MUL,1,hieu nguyen,2024-08-20,tx toàn chạy bố láo nhất là mấy ông vf8,vi,,neutral,0.4101,기타·미상,2026-06-04 05:59:24.933552+00,미상
19759,google_play,Green SM,MUL,5,Nguyễn Nhân,2024-08-20,ok ok,sk,,neutral,0.5096,기타·미상,2026-06-04 05:59:24.933552+00,미상
19761,google_play,Green SM,MUL,5,Từ Thảo Tăng,2024-08-20,"Quá đã luôn tuyệt vời,",vi,,positive,0.5116,기타·미상,2026-06-04 05:59:24.933552+00,미상
19763,google_play,Green SM,MUL,1,Giang Quỳnh,2024-08-20,như cc nhảy vị trí,vi,,neutral,0.6319,일반혹평,2026-06-04 05:59:24.933552+00,앱공통
19764,google_play,Green SM,MUL,5,Bùi Quang Đông,2024-08-20,Xe không mùi hôi.,vi,,neutral,0.4303,기타·미상,2026-06-04 05:59:24.933552+00,미상
19766,google_play,Green SM,MUL,5,Min Hiêu,2024-08-20,😃,unknown,,positive,0.4356,기타·미상,2026-06-04 05:59:24.933552+00,미상
19767,google_play,Green SM,MUL,1,Văn Hùng Phạm,2024-08-20,Sm vừa vào đời Đang hỏi hỏi,vi,,neutral,0.6091,기타·미상,2026-06-04 05:59:24.933552+00,미상
19770,google_play,Green SM,MUL,5,Hanh Nguyen,2024-08-20,"Lần đầu đặt xe trải nghiệm thấy văn minh, hiện đại, giá rẻ, an toàn.",vi,,positive,0.7355,배차·호출실패,2026-06-04 05:59:24.933552+00,라이드
19771,google_play,Green SM,MUL,5,Thuý Kiều,2024-08-20,"Good app, vào ( W E B ) VAY9 . C0M lấy 9tr",vi,,neutral,0.684,기타·미상,2026-06-04 05:59:24.933552+00,미상
19772,google_play,Green SM,MUL,1,Bui Huy Dang,2024-08-20,Đón và đến lộn xộn.,vi,,neutral,0.4759,기타·미상,2026-06-04 05:59:24.933552+00,미상
19773,google_play,Green SM,MUL,5,Thanh Vũ Thị,2024-08-20,7u,fr,,neutral,0.4288,기타·미상,2026-06-04 05:59:24.933552+00,미상
19774,google_play,Green SM,MUL,5,Minh Toàn Trần,2024-08-20,"Tài xế thân thiện, sạch, đẹp, giảm giá nhiều, rẻ, nói chung ok",vi,,positive,0.4914,프로모션·할인,2026-06-04 05:59:24.933552+00,라이드
3324,google_play,Green SM,MUL,1,rafi adhitya,2026-04-28,Bad,so,Bad,negative,0.5225,일반혹평,2026-06-04 05:57:38.951663+00,앱공통
29409,google_play,Green SM,MUL,5,Xanh Nhân (Bình An),2023-04-14,perfect taxi. tks,ca,,positive,0.7749,기타·미상,2026-06-04 06:00:10.13564+00,미상
29410,google_play,Green SM,MUL,5,Nguyễn Đức Hiếu,2023-04-14,"Mới trải nghiệm, mong có giá ưu đãi",vi,,positive,0.4831,프로모션·할인,2026-06-04 06:00:10.13564+00,라이드
29412,google_play,Green SM,MUL,5,kiên nguyen,2023-04-12,"Vote for a green, friendly app",en,,positive,0.6522,기타·미상,2026-06-04 06:00:10.13564+00,미상
29413,google_play,Green SM,MUL,5,Công lập Lê,2023-04-10,"Ủng hộ thương hiệu Việt, vì môi trường xanh",vi,,positive,0.6838,기타·미상,2026-06-04 06:00:10.13564+00,미상
14617,google_play,Green SM,MUL,1,Manh Luu Dang,2025-07-26,ghét thì 1 * :)),vi,,positive,0.4154,기타·미상,2026-06-04 05:59:01.628257+00,미상
25708,google_play,Green SM,MUL,5,hang nguyen,2023-05-21,dv số 1,vi,,neutral,0.5859,기타·미상,2026-06-04 05:59:53.245278+00,미상
25709,google_play,Green SM,MUL,5,Phe Lê,2023-05-21,chưa đi,vi,,neutral,0.4936,기타·미상,2026-06-04 05:59:53.245278+00,미상
11751,google_play,Green SM,MUL,5,Nguyễn Trọng Đạt,2025-10-22,don chu,vi,,neutral,0.3626,기타·미상,2026-06-04 05:58:44.226188+00,미상
11752,google_play,Green SM,MUL,1,Dueuu Di u,2025-10-22,tôi đặt xe 60 kh có xe,vi,,neutral,0.7646,배차·호출실패,2026-06-04 05:58:44.226188+00,라이드
11753,google_play,Green SM,MUL,5,Thành Đức,2025-10-21,tốt hôm hè mình có ra đà nẵng có đặt xe để cả nhà mình đi ngay trên app vô cùng tiện lợi tuy nhiên giá TAXI vào giờ cao điểm hơi cao,vi,,neutral,0.4153,요금·비쌈,2026-06-04 05:58:44.226188+00,라이드
11754,google_play,Green SM,MUL,1,Bằng Đoàn Trần,2025-10-21,khó chọn phương thức thanh toán. chọn thanh toán công ty mà toàn trừ ví cá nhân,vi,,neutral,0.4967,결제·환불·지갑,2026-06-04 05:58:44.226188+00,앱공통
17636,google_play,Green SM,MUL,1,Vinh Ly,2025-01-02,Đá cuốc là nhanh nhất,vi,,neutral,0.4384,기타·미상,2026-06-04 05:59:17.012978+00,미상
29435,google_play,Green SM,MUL,5,Giang Le,2023-04-05,dịch vụ vingroup tốt,vi,,positive,0.7457,기타·미상,2026-06-04 06:00:10.13564+00,미상
29436,google_play,Green SM,MUL,5,Kent,2023-04-05,"tuyệt vời, đi xe điện ngon lành quá",vi,,positive,0.9196,기타·미상,2026-06-04 06:00:10.13564+00,미상
29437,google_play,Green SM,MUL,5,Hùng Trần Xuân,2023-04-05,Về Thanh Hóa freeeeee,vi,,neutral,0.5355,기타·미상,2026-06-04 06:00:10.13564+00,미상
29439,google_play,Green SM,MUL,5,Vietnam Telecom,2023-04-04,tuyệt vời,vi,,positive,0.806,기타·미상,2026-06-04 06:00:10.13564+00,미상
19917,google_play,Green SM,MUL,5,Cu Lâm,2024-08-10,ok nha mn,sk,,neutral,0.4128,기타·미상,2026-06-04 05:59:24.933552+00,미상
19923,google_play,Green SM,MUL,1,Thanh Minh Pham,2024-08-09,nhu cc,vi,,neutral,0.5452,기타·미상,2026-06-04 05:59:24.933552+00,미상
11890,google_play,Green SM,MUL,1,Thuan Phan,2025-10-17,trải nghiệm chờ khá lâu. khi đang có việc đi đúng giờ .tài k nhiệt tình,vi,,neutral,0.4269,배차·호출실패,2026-06-04 05:58:44.226188+00,라이드
11807,google_play,Green SM,MUL,5,Cucs Hai,2025-10-19,nhiệt tình,vi,,neutral,0.3968,기타·미상,2026-06-04 05:58:44.226188+00,미상
11810,google_play,Green SM,MUL,1,Tuấn Anh Trần,2025-10-19,đặt xe 30p chẳng có một bóng xe?,vi,,neutral,0.5513,배차·호출실패,2026-06-04 05:58:44.226188+00,라이드
11812,google_play,Green SM,MUL,1,MINH NHAT NGUYEN,2025-10-19,cập nhật lắm vl,vi,,positive,0.393,설치·업데이트,2026-06-04 05:58:44.226188+00,앱공통
11815,google_play,Green SM,MUL,5,Tâm Nguyễn,2025-10-19,ok 👍,sk,,positive,0.5803,기타·미상,2026-06-04 05:58:44.226188+00,미상
11817,google_play,Green SM,MUL,5,Mode TranVu,2025-10-19,mãnh liệt tinh thần Việt ! ❤️🇻🇳❤️🇻🇳,vi,,positive,0.5354,기타·미상,2026-06-04 05:58:44.226188+00,미상
25678,google_play,Green SM,MUL,5,Kiên Hoàng Trung,2023-05-22,Chất lượng dịch vụ tương đối tốt .,vi,,positive,0.7515,기타·미상,2026-06-04 05:59:53.245278+00,미상
25680,google_play,Green SM,MUL,5,Tất Định Nguyễn,2023-05-22,rất ủng hộ mô hình,vi,,positive,0.6959,기타·미상,2026-06-04 05:59:53.245278+00,미상
25812,google_play,Green SM,MUL,5,Nguyễn Lê Khánh An,2023-05-16,rất hay. tiện nghi. tài xế vui vẻ. nhiệt tình,vi,,positive,0.8621,드라이버·서비스불만,2026-06-04 05:59:53.245278+00,라이드
25813,google_play,Green SM,MUL,5,Minh Trần,2023-05-16,Tài xế thân thiện phúc vụ chuyên nghiệp tận tình tận tâm quá ok.,vi,,positive,0.6294,드라이버·서비스불만,2026-06-04 05:59:53.245278+00,라이드
25814,google_play,Green SM,MUL,5,Liên Lê,2023-05-16,Xe không mùi rất hợp với người say xe,vi,,neutral,0.457,기타·미상,2026-06-04 05:59:53.245278+00,미상
25816,google_play,Green SM,MUL,5,tien anh,2023-05-16,"Tuyệt vời, mong XSM sớm phủ sóng cả nước.",vi,,positive,0.8558,기타·미상,2026-06-04 05:59:53.245278+00,미상
25817,google_play,Green SM,MUL,5,jony huynh,2023-05-16,ứng dụng rất là ok. mọi người nên tải về sử dụng ngay và luôn,vi,,positive,0.7313,설치·업데이트,2026-06-04 05:59:53.245278+00,앱공통
25818,google_play,Green SM,MUL,5,Phong Nguyen,2023-05-16,"rất tốt, rất chu đáo",vi,,positive,0.8349,기타·미상,2026-06-04 05:59:53.245278+00,미상
25819,google_play,Green SM,MUL,5,Thạnh Lê Trung,2023-05-16,bảo vệ môi trường nên chia sẽ cho nhiều người sử dụng,vi,,positive,0.4862,기타·미상,2026-06-04 05:59:53.245278+00,미상
25820,google_play,Green SM,MUL,5,Thị Ngọc Linh Ngô,2023-05-16,tốt tài xế thân thiện nhiệt tình.phuong tiện sạch sẽ . mọi người nên trải nghiệm,vi,,positive,0.6344,드라이버·서비스불만,2026-06-04 05:59:53.245278+00,라이드
25746,google_play,Green SM,MUL,5,Tm Ngoc,2023-05-18,vui lắm,vi,,positive,0.7618,기타·미상,2026-06-04 05:59:53.245278+00,미상
7529,google_play,Green SM,MUL,5,Trang Lưu,2026-03-20,Tiện🥰,vi,Convenient🥰,positive,0.5059,기타·미상,2026-06-04 05:58:24.143897+00,미상
7530,google_play,Green SM,MUL,1,Trần Đức,2026-03-20,"giá xăng tăng 33k/lít. mà đặt grab, bee có 180k. mà xanhsm tận 260k",vi,"Gasoline price increased by 33k/liter.If you order grab, bee has 180k.but greensm is 260k",neutral,0.7002,기타·미상,2026-06-04 05:58:24.143897+00,미상
7531,google_play,Green SM,MUL,5,Thắng Nguyễn,2026-03-20,dịch vụ xanhsm quá ok luôn,vi,Xanhsm service is very ok,positive,0.7899,기타·미상,2026-06-04 05:58:24.143897+00,미상
7532,google_play,Green SM,MUL,1,Hung nguyen ngoc,2026-03-20,xử lý như 1 con robot ko phải con người.,vi,"Treat like a robot, not a human.",neutral,0.4909,기타·미상,2026-06-04 05:58:24.143897+00,미상
7535,google_play,Green SM,MUL,1,Hoàng Phan,2026-03-20,ứng dụng như đầu Bùi suốt ngày quảng cáo tài xế dơ bẩn,vi,Apps like Bui's head advertise dirty drivers all day long,neutral,0.4213,드라이버·서비스불만,2026-06-04 05:58:24.143897+00,라이드
6629,google_play,Green SM,MUL,5,Hong Anh,2026-04-20,.tot,fi,.to,neutral,0.4601,기타·미상,2026-06-04 05:58:20.941553+00,미상
26022,google_play,Green SM,MUL,5,H PhanVăn,2023-05-01,ok tốt,vi,,positive,0.5032,기타·미상,2026-06-04 05:59:56.92324+00,미상
25930,google_play,Green SM,MUL,5,Nguyen Thi Quynh Lan,2023-05-08,"Taxi tiện nghi, tài xế nhiệt tình",vi,,positive,0.6079,드라이버·서비스불만,2026-06-04 05:59:53.245278+00,라이드
25931,google_play,Green SM,MUL,5,phung anhnguyen,2023-05-08,Ko có phần chỉnh sửa địa chỉ nhà riêng,vi,,neutral,0.6087,목적지·경로,2026-06-04 05:59:53.245278+00,라이드
9651,google_play,Green SM,MUL,5,Hien Bui,2026-01-18,đặt xe rất nhanh,vi,,positive,0.7017,배차·호출실패,2026-06-04 05:58:34.046521+00,라이드
9652,google_play,Green SM,MUL,5,Điệp Phạm,2026-01-18,nhanh tiện lịch sự,vi,,positive,0.5085,기타·미상,2026-06-04 05:58:34.046521+00,미상
9655,google_play,Green SM,MUL,5,Ninh Han,2026-01-18,rất tin tưởng và yên tâm khi sử dụng dịch vụ,vi,,positive,0.861,기타·미상,2026-06-04 05:58:34.046521+00,미상
31053,google_play,PTT blueplus+,THA,5,Dew Soontoranunt,2023-08-23,seamless payment with many special deals and privileges,en,,positive,0.5201,결제·환불·지갑,2026-06-04 06:10:21.739391+00,앱공통
9659,google_play,Green SM,MUL,1,Ho To,2026-01-18,địa chỉ không tồn tại,vi,,neutral,0.547,목적지·경로,2026-06-04 05:58:34.046521+00,라이드
9660,google_play,Green SM,MUL,5,ThanhNgô25,2026-01-18,thích,vi,,neutral,0.3638,기타·미상,2026-06-04 05:58:34.046521+00,미상
9661,google_play,Green SM,MUL,5,Long Hoàng,2026-01-18,chưa trải nghiệm hết nhưng đã thấy ok,vi,,positive,0.556,기타·미상,2026-06-04 05:58:34.046521+00,미상
9662,google_play,Green SM,MUL,1,Hue Cao,2026-01-18,không ok,vi,,neutral,0.4374,기타·미상,2026-06-04 05:58:34.046521+00,미상
12388,google_play,Green SM,MUL,5,Tú Cẩm,2025-10-03,dich vu tôt,vi,,neutral,0.3975,기타·미상,2026-06-04 05:58:47.620703+00,미상
12393,google_play,Green SM,MUL,4,Truong Bui van,2025-10-03,nhanh chóng thân thiện,vi,,positive,0.5997,기타·미상,2026-06-04 05:58:47.620703+00,미상
12394,google_play,Green SM,MUL,5,Khanh Pham van,2025-10-03,"lái xe mà tôi đặt lần đầu rất tốt, trung thực, tận tình. Cảm ơn nhiều!",vi,,positive,0.8698,드라이버·서비스불만,2026-06-04 05:58:47.620703+00,라이드
12395,google_play,Green SM,MUL,1,Anh Nguyen Viet,2025-10-03,Rất vớ vẩn,vi,,positive,0.5054,일반혹평,2026-06-04 05:58:47.620703+00,앱공통
12396,google_play,Green SM,MUL,4,Khoa Nguyễn Minh Anh,2025-10-02,Chạm và giữ một đoạn để ghim đoạn đó. Các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ.,vi,,neutral,0.5475,기타·미상,2026-06-04 05:58:47.620703+00,미상
12397,google_play,Green SM,MUL,1,Tien nguyen ngoc,2025-10-02,"ngày 1-10-2025 tôi có đặt xanh sm 4 bánh , trong khi tôi đặt là 52k lại tới nơi tôi thấy tx kêu 76k tôi đưa app lên so với tx thì tx nói phụ phí tiền gì 24k nữa trong khi không có mưa",vi,,neutral,0.4784,기타·미상,2026-06-04 05:58:47.620703+00,미상
