id,store,app_name,app_category,country,rating,author,review_date,content,lang_detected,sentiment_label,sentiment_score,keyword_category,created_at
2820,google_play,Gojek,mobility_superapp,SEA,5,Minhthu Lu,2024-09-15,Cảm ơn Gojek trong thời gian qua nha.,vi,positive,0.8369,기타,2026-06-05 09:24:42.911098+00
2821,google_play,Gojek,mobility_superapp,SEA,5,Huy Trương Anh,2024-09-15,Cảm ơn vì đã đồng hành đến ngày hôm nay,vi,positive,0.7185,기타,2026-06-05 09:24:42.911098+00
2822,google_play,Gojek,mobility_superapp,SEA,1,Mãi Lê,2024-09-15,Lũ súc vật nhận cuốc k chạy tốn tg của t,vi,negative,0.4763,기타,2026-06-05 09:24:42.911098+00
2823,google_play,Gojek,mobility_superapp,SEA,4,Tân Nguyễn,2024-09-15,OK BYE BYE GỬI VÀO ĐẦU 15/9 1 NGÀY TRƯỚC KHI GOJEK STOP,vi,negative,0.5016,기타,2026-06-05 09:24:42.911098+00
2824,google_play,Gojek,mobility_superapp,SEA,5,Minh Việt,2024-09-14,Hãy ở lại Việt Nam đừng bỏ chúng tôi,vi,negative,0.4077,기타,2026-06-05 09:24:42.911098+00
2825,google_play,Gojek,mobility_superapp,SEA,1,Leonhard Licht,2024-09-14,"Chờ tài gần tiếng k nhận đơn,hủy cũng k hủy được",vi,negative,0.5044,기타,2026-06-05 09:24:42.911098+00
2826,google_play,Gojek,mobility_superapp,SEA,1,Quân Dương,2024-09-14,"chờ tài mãi không thấy tài xế nhận đơn ship đồ ăn lại còn không hủy được, rất ức chế",vi,negative,0.8867,배차·대기,2026-06-05 09:24:42.911098+00
2827,google_play,Gojek,mobility_superapp,SEA,1,tu vlog,2024-09-14,Đặt xe tài xế ko nhận,vi,neutral,0.6001,배차·대기,2026-06-05 09:24:42.911098+00
2828,google_play,Gojek,mobility_superapp,SEA,5,Hoàng Oanh Nguyễn,2024-09-14,Tiền xe đi rẻ bác tài dễ thương lúc nào cũng đặt đi xe gojek mà giờ lại dừng hoạt động nghe tin này nhà mình ai cng buồn ai cũng sợ ko còn app nào đặt xe nữa mong gojek vẫn hoạt động tiếp tục để mình có app để đặt xe đi nữa,vi,negative,0.5729,기타,2026-06-05 09:24:42.911098+00
2829,google_play,Gojek,mobility_superapp,SEA,5,Nguyễn Thi “AnhThi_DKM1191_050”,2024-09-14,Cảm ơn những vì chuyến đi an toàn và tuyến đường phù hợp,vi,positive,0.8024,기타,2026-06-05 09:24:42.911098+00
2830,google_play,Gojek,mobility_superapp,SEA,1,Vinh Nguyễn Hữu,2024-09-14,Cut đi,vi,negative,0.5786,기타,2026-06-05 09:24:42.911098+00
2831,google_play,Gojek,mobility_superapp,SEA,5,Bin,2024-09-14,"Gojek rất tốt, mình rất vui. Chúc bạn về nước vui vẻ.",vi,positive,0.9304,기타,2026-06-05 09:24:42.911098+00
2832,google_play,Gojek,mobility_superapp,SEA,4,nhỏ bii,2024-09-14,"m.n biết app nào chạy xuyên đêm kh ạ, tại mai khuya 2 3g e cần từ trung an về hóc môn ạa😭",vi,neutral,0.6039,기타,2026-06-05 09:24:42.911098+00
2833,google_play,Gojek,mobility_superapp,SEA,1,Nhat Duy,2024-09-13,Đặt xong trả tiền ko ship tới,vi,neutral,0.5573,기타,2026-06-05 09:24:42.911098+00
2834,google_play,Gojek,mobility_superapp,SEA,1,Dung Mỵ,2024-09-13,"Hỗ trợ khách hàng tệ, rất tệ",vi,negative,0.8846,서비스,2026-06-05 09:24:42.911098+00
2835,google_play,Gojek,mobility_superapp,SEA,5,Trunss,2024-09-13,Cảm ơn gojek,vi,positive,0.7576,기타,2026-06-05 09:24:42.911098+00
2836,google_play,Gojek,mobility_superapp,SEA,1,Như Vương,2024-09-13,"22h ngày 12/9/2024 tôi đặt GoCar từ Bình Thạnh đi BX Ngã Tư Ga trong vòng 15' bị tài xế hủy 3 chuyến liên tục, tài xế không hủy liền sau khi xác nhận xe mà để chờ tầm 5' mới hủy chuyến. Lâu lâu thử đặt Gojek mà quá thất vọng.",vi,negative,0.8361,배차·대기,2026-06-05 09:24:42.911098+00
2837,google_play,Gojek,mobility_superapp,SEA,2,Tín Trần,2024-09-12,"Đợi mãi mà chả thấy xe, app xuống cấp thật rồi",vi,negative,0.9086,기타,2026-06-05 09:24:42.911098+00
2838,google_play,Gojek,mobility_superapp,SEA,5,Anh Thư Nguyễn,2024-09-12,Mấy chú giao hàng rất dễ thương,vi,positive,0.8132,기타,2026-06-05 09:24:42.911098+00
2839,google_play,Gojek,mobility_superapp,SEA,5,Thảo Nguyên Nguyễn Mai,2024-09-12,"Thật sự thì Gojek rất tuyệt vời, tôi đã sử dụng Gojek trong 6 năm qua, có rất nhiều mã giảm giá, ưu đãi cho người dùng, khi nghe tin phải tạm biệt Gojek thì tôi cảm thấy hơi buồn.",vi,negative,0.6818,요금,2026-06-05 09:24:42.911098+00
3078,google_play,Gojek,mobility_superapp,SEA,1,Spt E.,2022-02-17,ลงทะเบียนไม่ได้ ไม่มีรหัสส่งมา,th,negative,0.6712,기타,2026-06-05 09:24:42.911098+00
1920,google_play,Grab,mobility_superapp,SEA,1,Yu Kuanjira,2026-06-02,คนข้างบนได้เยอะคนข้างล่างได้น้อย ฟีเจ้อพ่วงก้อไม่เอื้อประโยชกะลูกค้าแถมคนโดนด่าคือไรเด้อ รับไปเลยหนึ่งดาวบ.อุ,th,negative,0.7436,기타,2026-06-05 09:24:42.911098+00
1921,google_play,Grab,mobility_superapp,SEA,5,Ramzan Ali,2026-06-02,good 100%,so,positive,0.529,기타,2026-06-05 09:24:42.911098+00
1922,google_play,Grab,mobility_superapp,SEA,5,Merlita Cuizon,2026-06-02,Amazing helpful i ordered from here dubai,da,positive,0.6918,기타,2026-06-05 09:24:42.911098+00
1923,google_play,Grab,mobility_superapp,SEA,1,Pasti Pober,2026-06-02,"PROMO: small order fee is 130 pesos, so that the order can qualify for 45 pesos delivery discount. Non promo i get delivery for 45 every day. Make it make sense.",en,neutral,0.4711,EV·충전,2026-06-05 09:24:42.911098+00
1924,google_play,Grab,mobility_superapp,SEA,1,Mari Anjie,2026-06-02,"signing up was hard, not to mention verification is not working properly why should we send a message and not the app itself",en,negative,0.9158,기타,2026-06-05 09:24:42.911098+00
1925,google_play,Grab,mobility_superapp,SEA,5,Syed Abbas kazmi,2026-06-02,Nice apps,fr,positive,0.7009,기타,2026-06-05 09:24:42.911098+00
1926,google_play,Grab,mobility_superapp,SEA,5,Bharat Rajpoot,2026-06-02,Good 😊 app bahut he acha app h👍🏆,en,positive,0.6836,기타,2026-06-05 09:24:42.911098+00
1927,google_play,Grab,mobility_superapp,SEA,1,Khalid Edris,2026-06-02,subrang tagal ng order,tl,negative,0.6931,기타,2026-06-05 09:24:42.911098+00
2840,google_play,Gojek,mobility_superapp,SEA,5,Lan Lan,2024-09-12,"Mình sẽ nhớ GOJEK nhiều lắm ! App đặt xe công nghệ tốt nhất, nhiệt tình nhất, giao hàng nhanh nhất mình từng sử dụng ! Thật buồn vô cùng 😔 khi GOJEK rời khỏi Việt Nam 🇻🇳 ! Mình rất mong GOJEK quay trở lại, thế giới này thật trống vắng và buồn bã làm sao khi không còn GOJEK ở đây ! 💔😢😞",vi,negative,0.9101,기타,2026-06-05 09:24:42.911098+00
2841,google_play,Gojek,mobility_superapp,SEA,1,佳慧,2024-09-11,"Như quần, đợi hơn nửa tiếng đồng hồ, trong khi trên map xung quanh khu vực hiện rất nhiều tài xế, không ai nhận đơn, khốn nạn",vi,negative,0.8026,배차·대기,2026-06-05 09:24:42.911098+00
2842,google_play,Gojek,mobility_superapp,SEA,5,Nhut Quang Le,2024-09-11,Dù gì cũng là kỷ niệm :)),vi,positive,0.8328,기타,2026-06-05 09:24:42.911098+00
2843,google_play,Gojek,mobility_superapp,SEA,5,Phong Phạm Thanh,2024-09-10,Cuộc vui nào cũng sẽ tàn. Good bye Gojek ❤️🇻🇳,vi,positive,0.4126,기타,2026-06-05 09:24:42.911098+00
2844,google_play,Gojek,mobility_superapp,SEA,2,Tấn an Huỳnh lê,2024-09-10,Đặt xe mà chẳng có xe nào mặc dù có nhiều tài xế hiện trên bản đồ rất gần,vi,neutral,0.6186,배차·대기,2026-06-05 09:24:42.911098+00
1797,google_play,Grab,mobility_superapp,SEA,5,Shahrul Danial,2026-06-04,function app better,en,positive,0.3512,기타,2026-06-05 09:24:42.911098+00
1798,google_play,Grab,mobility_superapp,SEA,5,Yangatama Atylu,2026-06-04,fast delivery,da,neutral,0.5613,기타,2026-06-05 09:24:42.911098+00
1799,google_play,Grab,mobility_superapp,SEA,5,Nasuha Mohd,2026-06-04,This app helps me to get car services and buy food delivery easily. The apps is very useful and have variety of features we can use.,en,positive,0.8446,서비스,2026-06-05 09:24:42.911098+00
1800,google_play,Grab,mobility_superapp,SEA,5,Manisha Thakur,2026-06-04,it is very useful app it is very easily transporter taxi and food,en,positive,0.7026,기타,2026-06-05 09:24:42.911098+00
2920,google_play,Gojek,mobility_superapp,SEA,1,Truc Pham,2024-09-01,Quá tệ,vi,negative,0.428,기타,2026-06-05 09:24:42.911098+00
2921,google_play,Gojek,mobility_superapp,SEA,5,Tuấn Le,2024-09-01,Mong gojek ngày càng phát triển,vi,positive,0.6664,기타,2026-06-05 09:24:42.911098+00
2922,google_play,Gojek,mobility_superapp,SEA,1,Gấm Thị,2024-09-01,Lần nào đưa tiền cũng ko chịu hối Mà nói. Hối là hết tiền lẻ Dậy lấy tiền lẻ chi rồi ko chịu hối đi 18k phải bo luôn cho chẳng 50k à,vi,negative,0.6939,기타,2026-06-05 09:24:42.911098+00
2923,google_play,Gojek,mobility_superapp,SEA,1,My Trần,2024-09-01,Đăng nhập được éo,vi,neutral,0.6144,기타,2026-06-05 09:24:42.911098+00
2924,google_play,Gojek,mobility_superapp,SEA,5,All_Star RiveFiora,2024-09-01,"Lúc trước đăng nhập vào vẫn nhận được mã otp, hai ngày nay không nhận mã, qua đăng ký mấy app kia thì có mã otp là sao nhỉ",vi,neutral,0.4903,기타,2026-06-05 09:24:42.911098+00
2069,google_play,Grab,mobility_superapp,SEA,5,A1C Uy WPM,2026-05-30,on time and panctual,en,neutral,0.58,기타,2026-06-05 09:24:42.911098+00
2925,google_play,Gojek,mobility_superapp,SEA,1,Đức Anh Hoàng,2024-09-01,Ko có mã giảm giá,vi,neutral,0.5701,요금,2026-06-05 09:24:42.911098+00
2926,google_play,Gojek,mobility_superapp,SEA,1,Gia Mẫn Âu,2024-08-31,QUÁ TỆ,vi,negative,0.644,기타,2026-06-05 09:24:42.911098+00
2927,google_play,Gojek,mobility_superapp,SEA,1,Linh Hồ Nguyễn Thùy,2024-08-31,"Bắt chuyến xe ra bến chờ nửa tiếng ko ai nhận, hay đi nên ko thèm nhận, dịch vụ thì tệ hại mà đòi người dùng lựa chọn. Bên này hay tăng giá mà còn ko nhận khách",vi,negative,0.8808,요금,2026-06-05 09:24:42.911098+00
2928,google_play,Gojek,mobility_superapp,SEA,1,Anh Nguyễn,2024-08-31,Đợi 30p không tìm được tài xế mà không cho hủy đơn,vi,negative,0.5742,배차·대기,2026-06-05 09:24:42.911098+00
2929,google_play,Gojek,mobility_superapp,SEA,5,Tuyet Nguyen,2024-08-31,Tốt nhanh,vi,neutral,0.4583,기타,2026-06-05 09:24:42.911098+00
2930,google_play,Gojek,mobility_superapp,SEA,5,Vinh Thế,2024-08-31,Dv tốt,vi,positive,0.6203,기타,2026-06-05 09:24:42.911098+00
2931,google_play,Gojek,mobility_superapp,SEA,1,Giang Trà Vinh Nguyen,2024-08-31,"Ap như bùi ! Số điện thoại đã đăng ký trên thiết bị khác, qua thiết bị mới đăng nhập thì lại không nhận ra , báo không có tài khoản. Vậy cũng tạo Ap. Dẹp đi là vừa.",vi,negative,0.633,기타,2026-06-05 09:24:42.911098+00
2932,google_play,Gojek,mobility_superapp,SEA,1,Won Der,2024-08-30,"Dịch vụ ngày càng đắt đỏ, sắp phá sản rồi",vi,negative,0.9292,기타,2026-06-05 09:24:42.911098+00
2933,google_play,Gojek,mobility_superapp,SEA,1,vinh tran,2024-08-30,"Như lol ! Trước đây còn dc. Giờ lag như chó ! Đn tk mà méo dc , mã otp tế cha hay gì ? Mịa app",vi,negative,0.43,기타,2026-06-05 09:24:42.911098+00
2934,google_play,Gojek,mobility_superapp,SEA,4,Khoa Anh,2024-08-30,Tốt tuy nhiên có vài tp ko thèm chở khách luôn,vi,negative,0.5885,기타,2026-06-05 09:24:42.911098+00
2935,google_play,Gojek,mobility_superapp,SEA,5,Hải Yến Lê,2024-08-29,Tại sao không thể kết nối trực tiếp với thẻ ngân hàng,vi,neutral,0.5349,기타,2026-06-05 09:24:42.911098+00
2936,google_play,Gojek,mobility_superapp,SEA,5,Thanh Shipper,2024-08-28,Ok...,af,neutral,0.5584,기타,2026-06-05 09:24:42.911098+00
2937,google_play,Gojek,mobility_superapp,SEA,1,MinhSang Nguyen,2024-08-27,Đứng đợi 10 phút ko thấy đón,vi,negative,0.5449,기타,2026-06-05 09:24:42.911098+00
2938,google_play,Gojek,mobility_superapp,SEA,1,Khôi Đỗ,2024-08-27,rất bất tiện,vi,negative,0.935,기타,2026-06-05 09:24:42.911098+00
2939,google_play,Gojek,mobility_superapp,SEA,5,Jennie Queen,2024-08-27,"Tốt, đặt xe giá hợp lý hơn những app khác.",vi,positive,0.5669,요금,2026-06-05 09:24:42.911098+00
2940,google_play,Gojek,mobility_superapp,SEA,5,TM Jeff,2024-08-27,Tốt hơn màu vàng là cái chắc,vi,positive,0.4088,기타,2026-06-05 09:24:42.911098+00
2941,google_play,Gojek,mobility_superapp,SEA,3,Anh Tuan,2024-08-27,"Định vị chỗ khách đang đứng quá tệ, lần nào cũng vậy",vi,negative,0.9187,기타,2026-06-05 09:24:42.911098+00
2942,google_play,Gojek,mobility_superapp,SEA,2,Kháng Dinh Nguyễn,2024-08-26,Chưa phổ biến khu vực tp Sóc Trăng,vi,neutral,0.7108,기타,2026-06-05 09:24:42.911098+00
2943,google_play,Gojek,mobility_superapp,SEA,5,Xana Alex,2024-08-26,Quán gà nướng rất ngon ạ,vi,positive,0.8299,기타,2026-06-05 09:24:42.911098+00
2944,google_play,Gojek,mobility_superapp,SEA,5,Ttt Vvv,2024-08-26,Tuyệt,vi,negative,0.6536,기타,2026-06-05 09:24:42.911098+00
2945,google_play,Gojek,mobility_superapp,SEA,1,Văn Bùi Thanh,2024-08-25,Giao hàng lâu vcl đặt từ 7h mà 8h chưa có người giao phải đặt lại,vi,negative,0.4991,기타,2026-06-05 09:24:42.911098+00
2946,google_play,Gojek,mobility_superapp,SEA,5,Thuy Tran Thanh,2024-08-25,Rất tốt giá cả hợp lý 👍,vi,positive,0.7541,요금,2026-06-05 09:24:42.911098+00
3079,google_play,Gojek,mobility_superapp,SEA,1,Coc 11,2022-02-12,แอพขอรหัสโคตช้าแอพกากจัด,th,negative,0.9161,기타,2026-06-05 09:24:42.911098+00
3080,google_play,Gojek,mobility_superapp,SEA,5,ธนกฤต เซซัง,2022-02-04,ไม่มีความสุขบนความทุกข์ของคนอื่น,th,negative,0.8207,기타,2026-06-05 09:24:42.911098+00
2871,google_play,Gojek,mobility_superapp,SEA,5,Khánh Tống,2024-09-07,Lần cuối cùng em đồng hành cùng gojek là lần vui nhất lun em mong sau này app sẽ mãi trong tim em 🥰🥰,vi,positive,0.8844,기타,2026-06-05 09:24:42.911098+00
2872,google_play,Gojek,mobility_superapp,SEA,5,My Trà,2024-09-07,Pls don't leave me gojek-chan. Ko có gojek làm sao toi sống đc 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,vi,negative,0.8599,기타,2026-06-05 09:24:42.911098+00
2873,google_play,Gojek,mobility_superapp,SEA,5,hs NVTN,2024-09-06,"I have been using your service for 3 years, not bad, thanks so much",en,positive,0.8953,서비스,2026-06-05 09:24:42.911098+00
2874,google_play,Gojek,mobility_superapp,SEA,5,Kim Uyên Lê Trần,2024-09-06,"Cảm ơn Gojek bên mình suốt 5 năm đại học. Đi học gojek, đặt food gojek, gửi đồ gojek. Thật tiếc khi bạn rời đi. Mong là ở vũ trụ nào đó, gojek một đường nở hoa 😍 Chân thành cảm ơn",vi,positive,0.6147,기타,2026-06-05 09:24:42.911098+00
2875,google_play,Gojek,mobility_superapp,SEA,5,Lâm Hoài Trung,2024-09-06,"Dẫu biết rằng trong thương trường, ""thắng làm vua, thua rút về nước"". Khi hay tin Gojek buôn thị trường Việt Nam. Có gì đó trong lòng buồn man mác. Cố gắng gojek nhé, tôi luôn nhớ về bạn. Thương các em nhỏ (2 bánh) lại phải thay đổi môi trường mưu sinh.",vi,negative,0.3446,기타,2026-06-05 09:24:42.911098+00
2876,google_play,Gojek,mobility_superapp,SEA,5,Mỹ Hạnh Cao,2024-09-06,"Hello, I am sorry that you have come to the decision to leave Vietnam market. I have always been ordering foods and travelling with you. It has always been a great experience. Wish you many lucks and success for new journey ahead.",en,positive,0.512,기타,2026-06-05 09:24:42.911098+00
2877,google_play,Gojek,mobility_superapp,SEA,2,Lương Mai,2024-09-06,Bác tài hủy chuyến nhiều quá,vi,negative,0.9143,기타,2026-06-05 09:24:42.911098+00
2878,google_play,Gojek,mobility_superapp,SEA,5,Phucthao Hoàng huu,2024-09-06,Tốt đẹp an toàn,vi,positive,0.7055,기타,2026-06-05 09:24:42.911098+00
2879,google_play,Gojek,mobility_superapp,SEA,5,Khang Đoàn,2024-09-06,Good bye gojek,hr,negative,0.4889,기타,2026-06-05 09:24:42.911098+00
2880,google_play,Gojek,mobility_superapp,SEA,5,Xuân Tiến Huỳnh,2024-09-06,"Lợi dụng thời điểm tăng giá cước lên gấp đôi, trải nghiệm cảm thấy tệ!!",vi,negative,0.9282,요금,2026-06-05 09:24:42.911098+00
2881,google_play,Gojek,mobility_superapp,SEA,5,Hiếu Trịnh minh,2024-09-06,Lời chào cuối cùng đến gojek .cảm ơn vì những chuyến xe,vi,positive,0.8344,기타,2026-06-05 09:24:42.911098+00
2882,google_play,Gojek,mobility_superapp,SEA,5,thuanhh thuw,2024-09-06,"Gắn bó với gojek suốt nhiều năm rồi, hôm nay nghe tin gojek dừng hoạt động tại Việt Nam làm mình cảm thấy tiếc nuối và buồn bã lắm, vì phải tạm biệt 1 app có những cô chú tài xế thái độ rất nhiệt tình mà còn thân thiện với khách hàng như mình ý, tuy tiếc nuối vậy nhưng mình cũng cảm thấy rất hạnh phúc và phải cảm ơn những gì gojek mang lại trong chặng đường vừa qua ở VN, hi vọng gojek sẽ mãi bền vững và phát triển thị trường của mình rộng rãi hơn nhé! Chúc GOJEK thành công ở bất kì nơi đâu! 🥰",vi,positive,0.6814,배차·대기,2026-06-05 09:24:42.911098+00
2883,google_play,Gojek,mobility_superapp,SEA,3,Thương Hội Vũ,2024-09-06,"1 cú đổi tên, bay luôn thương hiệu goviet, đối thủ cạnh tranh 1 thời của Gra",vi,neutral,0.4921,기타,2026-06-05 09:24:42.911098+00
1961,google_play,Grab,mobility_superapp,SEA,5,ronel Garcines,2026-06-01,nice to use,it,positive,0.6992,기타,2026-06-05 09:24:42.911098+00
1962,google_play,Grab,mobility_superapp,SEA,1,Lix Lumayag,2026-06-01,"Need pa may load for SMS. Instead of Grab sending me the code, baliktad na--ikaw ang magsesend ng code sa grab. Anong klase 'yan? Ang tagal pa ng puzzle captca. Ano, need pa magpa-load para lang makagamit?",tl,negative,0.8582,기타,2026-06-05 09:24:42.911098+00
1963,google_play,Grab,mobility_superapp,SEA,1,Deo Ventanilla,2026-06-01,Giligans Calamba poor service,ca,negative,0.9348,서비스,2026-06-05 09:24:42.911098+00
1964,google_play,Grab,mobility_superapp,SEA,1,Myoule,2026-06-01,"Nunggu makanan bisa sampe 2 jam lebih, driver suka cancel dan ganti2. Kalo g mau anter ya jangan ambil, gak bisa di report pula gara2 ngabisin waktu doang",id,negative,0.851,배차·대기,2026-06-05 09:24:42.911098+00
1965,google_play,Grab,mobility_superapp,SEA,1,Felix Xing Yang,2026-06-01,"Bad services, food delayed cannot contact restaurant",en,negative,0.8847,서비스,2026-06-05 09:24:42.911098+00
1966,google_play,Grab,mobility_superapp,SEA,5,Jess Dimaculangan,2026-06-01,"On time po lage at mbilis mag booked,, ☺️☺️☺️✌️",en,positive,0.7811,기타,2026-06-05 09:24:42.911098+00
1967,google_play,Grab,mobility_superapp,SEA,5,Jessa mar Magalante,2026-06-01,it helps a lot for new residents of this place by ordering food from grab. easy and budget friendly.,en,positive,0.7614,기타,2026-06-05 09:24:42.911098+00
1968,google_play,Grab,mobility_superapp,SEA,5,Joan Canlas,2026-06-01,fine,it,neutral,0.3777,기타,2026-06-05 09:24:42.911098+00
1969,google_play,Grab,mobility_superapp,SEA,1,Darren Joy Olojan,2026-06-01,Putang inang app yan. walang proper control interface. punyeta nakaka inis andaming distractions.,tl,negative,0.9582,기타,2026-06-05 09:24:42.911098+00
1970,google_play,Grab,mobility_superapp,SEA,1,Holly Hollance,2026-06-01,"This app was automatically installed due to some Samsung phone issue that I can't work out. Every time an app automatically installs itself onto my phone, I feel like it's 2014 again, and U2's album 'Songs of Innocence' has been automatically uploaded to my iPod without my permission.",en,negative,0.7578,EV·충전,2026-06-05 09:24:42.911098+00
742,google_play,LOCA Taxi,kokkok,LAO,1,Nounu lula,2025-02-11,Not ok,no,negative,0.9267,기타,2026-06-05 09:24:42.911098+00
1971,google_play,Grab,mobility_superapp,SEA,1,Coleen Casanova,2026-06-01,"Ordered at standard delivery. I made the order at exactly 3:01pm with the estimated time to arrive after 20-30min but the estimated time of arrival is 3:55pm? At this point I'm way past hunger already. My appetite is GONE. This is beyond delayed. PS. Unrealistic wait time. They say that the wait time is only 15 minutes. But it actually takes almost an hour. Time check: 6:45pm, I booked around 6:10pm.",en,negative,0.8511,배차·대기,2026-06-05 09:24:42.911098+00
1972,google_play,Grab,mobility_superapp,SEA,5,Ulapjay Saban,2026-06-01,good in service,en,positive,0.7524,서비스,2026-06-05 09:24:42.911098+00
1973,google_play,Grab,mobility_superapp,SEA,5,Jo Jo,2026-06-01,very good for food delivery to your door,en,positive,0.6504,기타,2026-06-05 09:24:42.911098+00
1975,google_play,Grab,mobility_superapp,SEA,5,Edralean Santos,2026-06-01,"All-in-one app — rides, food, delivery, groceries. Drivers are professional and prices are fair. Cashless payment makes it so convenient. Always reliable.",en,positive,0.801,결제,2026-06-05 09:24:42.911098+00
1976,google_play,Grab,mobility_superapp,SEA,5,Ninanona Cervantes Lina,2026-06-01,🤙👍🤟,unknown,positive,0.6195,기타,2026-06-05 09:24:42.911098+00
2884,google_play,Gojek,mobility_superapp,SEA,5,Hậu Ngọc,2024-09-06,Cảm ơn gojeck nhé tạm biệt cảm ơn banh chúc bạn dù ở mảng nào nước nào cũng phát triển hơn nhé hẹn gặp lại vào một ngày nào đó 1 lần nữa cảm ơn và chào tạm biệt see you again,vi,positive,0.8319,기타,2026-06-05 09:24:42.911098+00
2885,google_play,Gojek,mobility_superapp,SEA,5,Hiếu Nguyễn Văn,2024-09-06,Gojek ơi đừng bỏ tụi tôi mà,vi,negative,0.4079,기타,2026-06-05 09:24:42.911098+00
2886,google_play,Gojek,mobility_superapp,SEA,5,Tôm Thẻ TV,2024-09-06,Gojek là ứng dụng tuyệt vời,vi,positive,0.9213,기타,2026-06-05 09:24:42.911098+00
2887,google_play,Gojek,mobility_superapp,SEA,5,Trường Hải Lê,2024-09-05,"Xin đừng rời khỏi VN ,hãy ở lại. Chúng tôi rất nhớ bạn Gojek ạ .",vi,positive,0.396,기타,2026-06-05 09:24:42.911098+00
2888,google_play,Gojek,mobility_superapp,SEA,5,Phan Minh Quân,2024-09-05,Tạm biệt,vi,neutral,0.387,기타,2026-06-05 09:24:42.911098+00
2889,google_play,Gojek,mobility_superapp,SEA,1,Phương Huỳnh,2024-09-05,"App tốt nhưng mà tài xế quá tồi tệ, tôi đứng 10 - 15 phút cái tài xế kiu hủy nhưng mà tui ko hỉu vì tui cần về gấp rùi sau đó tài xế lại rùi chửi tui tui kiu hủy rùi mà s cô ko hỉu còn kiu tui chở chi tui đâu có rảnh (mình nghĩ tài xế ko thk chở mk mới hủy, mk đứng đợi họ chứ họ đâu có đợi mình rùi nói họ đợi lâu quá rùi hủy)",vi,negative,0.6717,배차·대기,2026-06-05 09:24:42.911098+00
2890,google_play,Gojek,mobility_superapp,SEA,1,Quốc Huy Offical,2024-09-05,"Ứng dụng chó má , rút máu tài xế , định vị sai tính tiền bậy bạ khách hàng để ăn tiền tổng đài",vi,negative,0.7537,배차·대기,2026-06-05 09:24:42.911098+00
